Column1,PRODUCT,Product group,Product type
1348,ETHYLENE/VAC COPOLYMER,Intermediates,Intermediates
1395,ETHYLENE/VOH COPOLYMER,Intermediates,Intermediates
567,ETHYLENEDIAMINE,Intermediates,Intermediates
1074,ETHYLENEDIAMINE TETRAACETIC ACID,Intermediates,Intermediates
251,ETHYLHEXYL PEROXYDICARBONATE,Intermediates,Intermediates
166,ETHYLIDENE NORBORNENE,Intermediates,Intermediates
879,ETPP BICARBONATE,Intermediates,Intermediates
283,ETPP OXALATE,Intermediates,Intermediates
1508,ETPT,Intermediates,Intermediates
1167,EXTENDER OIL,,
1517,EXTRACTANT,,
297,EXTRACTION SOLVENTS,"Solvents, additives & explosives",Downstream
91,FATTY ACID SUBSTRATE,,
1423,FATTY ACIDS,,
966,"FATTY ACIDS, TALLOW",,
1449,FATTY ALCOHOL (C12.8),,
982,FCC LT. GASOLINE (C4-C6),,
629,FCC OFF-GAS,,
1351,FERMENTATION NUTRIENTS,,
131,FERRIC CHLORIDE,Intermediates,Intermediates
449,FERRIC NITRATE,Intermediates,Intermediates
971,FERRIC SULFATE,Intermediates,Intermediates
1146,FERROUS AMMONIUM SULFATE,Intermediates,Intermediates
238,FERROUS SULFATE MONOHYDRATE,Intermediates,Intermediates
1008,FIBER DRUMS,,
1247,FIBERGLASS,,
477,FILAMENT SEED RODS,,
920,FILTER AID,,
1043,"FILTER AID, PRECOAT",,
1085,FINISH OIL,,
551,FLAME RETARDANT,,
417,FLUORIDED SILICA-ALUMINA,,
1121,FLUORINATED ETHYLENE POLYMER,,
60,FLUORINE,,
403,FLUOROBORIC ACID,Intermediates,Intermediates
1412,FLUOROSULFONIC ACID,Intermediates,Intermediates
1002,"FLUORSPAR, ACID GRADE, DRY",Intermediates,Intermediates
1334,FOMREZ(R) UL-1,Intermediates,Intermediates
116,FORMALDEHYDE,Intermediates,Intermediates
132,FORMALDEHYDE (37%),Intermediates,Intermediates
1070,FORMALDEHYDE (44%),Intermediates,Intermediates
383,FORMIC ACID,Intermediates,Intermediates
430,FUEL OIL BURNED,,
161,"FUEL OIL, LOW SULFUR",,
1482,"FUEL, LIQUID",,
1218,FUMARIC ACID,,
1075,GAFAC RE-610,,
807,GAS OIL HC HVY NAPHTHA,,
425,"GAS OIL, ATMOSPHERIC",,
1437,"GAS OIL, LIGHT",,
87,"GAS OIL, VACUUM",,
983,"GAS OIL, VACUUM (ARAB LT)",,
1433,"GAS OIL, VACUUM (SYN)",,
733,GAS SHRINKAGE,,
1102,GASOLINE,,
561,GASOLINE SHRINKAGE,,
1027,GLASS FIBERS,,
300,GLUCOAMYLASE,,
83,GLUCOSE,,
1450,GLUCOSE MONOHYDRATE,,
773,GLUCOSE TRANSFER PRICE,,
544,GLYCERIN,,
375,"GLYCERIN, CRUDE",,
931,GLYOXAL (40%),,
674,GREEN PHOSPHORIC ACID,Intermediates,Intermediates
1356,GRINDING BALLS,,
533,GRIT DISPOSAL,,
1439,GT-BTX SOLVENT,Intermediates,Intermediates
28,GYPSUM DISPOSAL,,
317,HAFNIUM ACETATE.4H2O,Intermediates,Intermediates
1349,HCFC-142B,,
1309,HCFC-22,,
825,"HDPE BOTTLES, RECYCLED",Thermoplastics,Downstream
895,HDPE SCRAP BALES,Thermoplastics,Downstream
1101,HEART-CUT DISTILLATE,,
748,HEAT TRANSFER FLUID,,
343,HEAVY ENDS,,
1091,HEPTANE SOLVENT,,
376,HEPTANOIC ACID,Intermediates,Intermediates
661,"HEPTENE, CRUDE",Intermediates,Intermediates
144,HEXAFLUOROPROPYLENE,Intermediates,Intermediates
700,HEXAMETHYLENEDIAMINE,Intermediates,Intermediates
1461,HEXAMETHYLENEIMINE,Intermediates,Intermediates
1107,HEXAMETHYLENETETRAMINE,Intermediates,Intermediates
415,HEXENE-1,Intermediates,Intermediates
1350,HFC-152A,,
475,HFPO DIMER PEROXIDE,,
996,HMBIS(EBA) PHOSPHATE,,
577,HOT OIL,,
377,HPA CATALYST,,
325,HPF6,,
318,HYDRAZINE (85%),Intermediates,Intermediates
1408,HYDRAZINE HYDRATE,Intermediates,Intermediates
319,HYDROBROMIC ACID (48%),Intermediates,Intermediates
951,HYDROCARBON RESIN TACKIFIER,Intermediates,Intermediates
72,HYDROCHLORIC ACID,Intermediates,Intermediates
117,HYDROCHLORIC ACID (100%),Intermediates,Intermediates
120,HYDROCHLORIC ACID (18 BE),Intermediates,Intermediates
277,HYDROCHLORIC ACID (18%),Intermediates,Intermediates
461,HYDROCHLORIC ACID (20 BE),Intermediates,Intermediates
786,HYDROCHLORIC ACID (20%),Intermediates,Intermediates
336,HYDROCHLORIC ACID (22 BE),Intermediates,Intermediates
785,HYDROCHLORIC ACID (30%),Intermediates,Intermediates
1110,"HYDROCHLORIC ACID, DILUTE",Intermediates,Intermediates
988,HYDROFLUORIC ACID,Intermediates,Intermediates
15,HYDROGEN,,
662,HYDROGEN (95 VOL%),,
209,HYDROGEN (97 VOL%),,
96,HYDROGEN (99 VOL%),,
990,HYDROGEN (LHV),,
1258,HYDROGEN (OFF-GAS),,
572,HYDROGEN BROMIDE,Intermediates,Intermediates
329,HYDROGEN CHLORIDE,Intermediates,Intermediates
569,HYDROGEN CHLORIDE',Intermediates,Intermediates
195,HYDROGEN CYANIDE,Intermediates,Intermediates
621,HYDROGEN FLUORIDE,Intermediates,Intermediates
306,HYDROGEN PEROXIDE,Intermediates,Intermediates
142,HYDROGEN PEROXIDE (50%),Intermediates,Intermediates
19,HYDROGEN PEROXIDE (70%),Intermediates,Intermediates
676,HYDROGEN SULFIDE,Intermediates,Intermediates
1275,HYDROGEN VENDOR SERVICE CHARGE,,
769,HYDROGEN-RICH GAS,,
1276,"HYDROGEN, ELEC-GRADE LIQUID",,
39,HYDROGEN.,,
34,HYDROQUINONE,,
506,HYDROQUINONE METHYL ETHER,Intermediates,Intermediates
1147,HYDROXYETHYL METHACRYLATE,Intermediates,Intermediates
1056,HYDROXYLAMMONIUM SULFATE,Intermediates,Intermediates
246,HYDROXYPROPYL METHYLCELLULOSE,Intermediates,Intermediates
1406,IEM,,
979,IMMOBILIZED ENZYME,,
99,INHIBITOR,,
528,INHIBITORS,,
357,"INHIBITORS, BIOCIDES, DISP.",,
113,INITIATOR,,
941,ION EXCH BALES CATALYST,,
337,ION EXCHANGE RESIN,,
1459,ION EXCHANGE RESIN-,,
948,"ION-EXCH, THIOL GROUPS",Intermediates,Intermediates
330,IONIC LIQUID,,
1310,IONIC SURFACTANT,,
1265,IPP INITIATOR,,
779,IRGANOX(R) 1010,,
413,IRON CATALYST COMPLEX,,
1321,IRON FILINGS,,
1305,IRON PYRITES,,
1400,ISO-OCTYL THIOGLYCOLATE,,
1156,"ISOAMYLENES, NET",,
224,ISOBUTANE,Intermediates,Intermediates
776,ISOBUTANOL,"Solvents, additives & explosives",Downstream
942,ISOBUTYLENE (MTBE),Intermediates,Intermediates
1444,ISOBUTYLENE IN FCC C5S,Intermediates,Intermediates
9,"ISOBUTYLENE, HIGH PURITY",Intermediates,Intermediates
247,ISOBUTYRYL PEROXIDE,Intermediates,Intermediates
736,ISODECANOL,"Solvents, additives & explosives",Downstream
1018,ISOMERIZATION CATALYST,,
684,ISONONYL ALCOHOL,"Solvents, additives & explosives",Downstream
384,ISOOCTENE,Intermediates,Intermediates
486,ISOPAR E,,
455,ISOPAR K(R),,
416,ISOPENTANE,Intermediates,Intermediates
886,ISOPHORONE,Intermediates,Intermediates
752,ISOPHTHALIC ACID,Intermediates,Intermediates
653,ISOPHTHALONITRILE,Intermediates,Intermediates
863,ISOPHTHALOYL CHLORIDE,Intermediates,Intermediates
646,ISOPRENE,Intermediates,Intermediates
671,ISOPRENE (NET),Intermediates,Intermediates
1420,ISOPRO(CP-FLU)ZRCL2,Intermediates,Intermediates
281,ISOPROPANOL,"Solvents, additives & explosives",Downstream
709,ISOPROPYL ACETATE,Intermediates,Intermediates
967,ISOPROPYL CHLORIDE,Intermediates,Intermediates
1009,ISOPROPYL ETHER,Intermediates,Intermediates
1495,ISOPROPYL METHOXYACETATE,Intermediates,Intermediates
1118,ISOPROPYLAMINE,Intermediates,Intermediates
1346,ITACONIC ACID,Intermediates,Intermediates
186,KEROSENE,,
1430,KLP CATALYST,,
1499,L-ASPARTIC ACID,Intermediates,Intermediates
1500,L-PHENYLALANINE,Intermediates,Intermediates
462,LA2O3 HYDRATE,Intermediates,Intermediates
93,LACTIC ACID (88%),,
1511,LACTOSE,,
535,LANDFILLING,,
835,LANTHANUM NITRATE,Intermediates,Intermediates
174,LAUROYL PEROXIDE,Intermediates,Intermediates
808,LEAD CARBONATE,,
579,LEAD MONOXIDE,,
1396,LECITHIN,,
537,LIGAND AND OTHERS,,
380,"LIGAND, PHOSPHITE",,
397,"LIGHT OIL, CRUDE",,
591,LIGNITE,,
1337,"LIGNOSULFONATE, WSL",,
1111,LIGROIN,,
29,LIME,,
1304,LIME (PHDL),,
149,"LIME, HYDRATED",,
466,LIMESTONE (94% CaCO3),,
429,LIMONITE CATALYST,,
1065,LINEAR ALKYLBENZENE,Intermediates,Intermediates
1040,"LINEAR OLEFIN, C11-C12",Intermediates,Intermediates
1496,LIPASE (LOW PURITY),,
866,LIQUEFIED NATURAL GAS,,
1367,"LIQUID CRYSTAL POLYMER, NEAT",,
398,LIQUID NEUTRAL OIL,,
933,LITHIUM CHLORIDE,,
1077,LITHIUM PHOSPHATE,,
678,LPG,,
41,LUBE OIL FEEDSTOCK,,
1462,LUBRICANT,,
847,LUDOX LS,,
1404,LUPEROX(TM) 575,,
1103,M-AMINOPHENOL,Intermediates,Intermediates
1098,M-CRESOL,Intermediates,Intermediates
1204,M-DIBROMOBENZENE,Intermediates,Intermediates
968,M-PHENOXYBENZALDEHYDE,Intermediates,Intermediates
1179,M-PHENYLENEDIAMINE,Intermediates,Intermediates
1322,M-TOLUIDINE,Intermediates,Intermediates
1104,M-TOLYL ISOCYANATE,Intermediates,Intermediates
1023,M-XYLENE,Primary chemicals,Primary chemicals
746,M-XYLENE (NET),Primary chemicals,Primary chemicals
829,MAGNESIUM ACETATE.4H2O,Intermediates,Intermediates
288,MAGNESIUM CHLORIDE,Intermediates,Intermediates
891,"MAGNESIUM CHLORIDE, ANHYDROUS",Intermediates,Intermediates
926,MAGNESIUM NITRATE,Intermediates,Intermediates
474,MAGNESIUM OXIDE,Intermediates,Intermediates
374,MAGNESIUM SILICATE,Intermediates,Intermediates
844,MAGNESIUM SULFATE.7H2O,Intermediates,Intermediates
883,MAIN COLUMN BOTTOMS,,
472,MAKE-UP SOLVENT,,
1313,MALEIC ACID,Intermediates,Intermediates
1445,"MANGANESE ACETATE,4H2O",Intermediates,Intermediates
320,MANGANESE ACETATE.4H2O,Intermediates,Intermediates
1326,MANGANESE BROMIDE.4H2O,Intermediates,Intermediates
1036,MANGANOUS SULFATE,Intermediates,Intermediates
1318,MANNICH BASE,,
856,"MAO, MODIFIED",,
1007,MBA-RICH STREAM,,
88,MDEA (MAKEUP AND REGEN.),,
1527,MDEA REGENERATION,,
1210,MDI AND PMPPI,Intermediates,Intermediates
1248,MDI PREPOLYMER,Intermediates,Intermediates
726,MEDIA,,
732,MEHQ,,
649,MELAMINE,Intermediates,Intermediates
1417,MERPOL(R) A,Intermediates,Intermediates
938,MESITYLENE,Intermediates,Intermediates
422,METALLOCENE,Intermediates,Intermediates
1501,METATHESIS CATALYST,Intermediates,Intermediates
491,METHACRYLIC ACID,Intermediates,Intermediates
267,METHALLYL CHLORIDE,Intermediates,Intermediates
639,METHANE,,
654,METHANE.,,
1214,METHANESULFONYL CHLORIDE,Intermediates,Intermediates
1389,"METHANOL, CRUDE",Primary chemicals,Primary chemicals
927,METHOXYETHANOL,Intermediates,Intermediates
73,METHYL ACRYLATE,Intermediates,Intermediates
1428,METHYL BENZOATE,Intermediates,Intermediates
225,METHYL BORONIC ACID,Intermediates,Intermediates
1343,METHYL CELLULOSE,Intermediates,Intermediates
647,METHYL CHLORIDE,Intermediates,Intermediates
633,METHYL CHLOROFORM,Intermediates,Intermediates
1105,METHYL CHLOROFORMATE,Intermediates,Intermediates
504,METHYL ESTER,Intermediates,Intermediates
285,METHYL ETHYL KETONE,Intermediates,Intermediates
196,METHYL FORMATE,Intermediates,Intermediates
1068,METHYL HYDROQUINONE,Intermediates,Intermediates
1254,METHYL HYDROQUINONE ETHER,Intermediates,Intermediates
175,METHYL HYDROXYPROPYL CELLULOSE,Intermediates,Intermediates
1355,METHYL ISOBUTYL CARBINOL,Intermediates,Intermediates
271,METHYL ISOBUTYL KETONE,Intermediates,Intermediates
268,METHYL ISOCYANATE,Intermediates,Intermediates
1447,METHYL LAURATE,Intermediates,Intermediates
1055,METHYL MERCAPTAN,Intermediates,Intermediates
179,METHYL METHACRYLATE,Intermediates,Intermediates
1533,METHYL PROPENYL ETHER,Intermediates,Intermediates
778,METHYL PROPYL KETONE,Intermediates,Intermediates
78,METHYL T-BUTYL ETHER,Intermediates,Intermediates
701,METHYL-DIETHANOLAMINE,Intermediates,Intermediates
423,METHYLALUMINOXANE,Intermediates,Intermediates
1064,METHYLAMINE,Intermediates,Intermediates
905,METHYLCYCLOHEXANE,Intermediates,Intermediates
272,METHYLENE CHLORIDE,Intermediates,Intermediates
876,METHYLENE DIPHENYLENE ISOCYANATE,Intermediates,Intermediates
1534,METHYLSULFONIC ACID,Intermediates,Intermediates
1477,MGBU2,Intermediates,Intermediates
521,MGO/KOH,,
727,MICROBES,,
232,MINERAL OIL,,
0,MISC CHEMICALS,Intermediates,Intermediates
1188,"MISC. CHEMICALS, LDPE",Thermoplastics,Downstream
1295,"MISC. CHEMICALS, SBR",Intermediates,Intermediates
693,MIXED BUTENES FEED,Intermediates,Intermediates
278,MN(ACAC)2,Intermediates,Intermediates
304,MOLASSES,,
162,MOLECULAR SIEVES,,
749,MOLTEN SALT,,
885,MOLTEN SULFUR,,
522,MOLYBDENUM POWDER,,
312,MOLYBDENUM TRIOXIDE,,
658,MONOAMMONIUM PHOSPHATE,Intermediates,Intermediates
333,MONOETHANOLAMINE,Intermediates,Intermediates
1062,MTBE RAFFINATE (SCK C4S),Intermediates,Intermediates
880,MTBP BICARBONATE,Intermediates,Intermediates
16,N-BUTANE,,
100,N-BUTANOL,"Solvents, additives & explosives",Downstream
3,N-BUTYL ACETATE,Intermediates,Intermediates
74,N-BUTYL ACRYLATE,Intermediates,Intermediates
482,N-BUTYL ETHER,Intermediates,Intermediates
1238,N-BUTYL ISOCYANATE,Intermediates,Intermediates
1518,N-BUTYLAMINE,Intermediates,Intermediates
1266,N-BUTYLENES (SCK C4S),Intermediates,Intermediates
77,N-BUTYLLITHIUM,Intermediates,Intermediates
538,N-BUTYRALDEHYDE,Intermediates,Intermediates
313,N-CYCLOHEXYL-2-PYRROLIDONE,Intermediates,Intermediates
761,N-DECANE,,
432,N-DODECANOL,"Solvents, additives & explosives",Downstream
1076,N-DODECYL MERCAPTAN,Intermediates,Intermediates
1244,N-ETHYL MORPHOLINE,Intermediates,Intermediates
692,N-HEPTANE,,
90,N-HEXANE,,
76,N-METHYL-2-PYRROLIDONE,Intermediates,Intermediates
688,N-OCTANE,,
744,N-PARAFFINS,,
552,N-PENTANE,,
48,N-PROPANOL,"Solvents, additives & explosives",Downstream
390,N-PROPYL ACETATE,Intermediates,Intermediates
597,N-VALERALDEHYDE,Intermediates,Intermediates
279,N(BU)4BR,Intermediates,Intermediates
1503,NANOCLAY,,
426,NAPHTHA,,
489,"NAPHTHA, HEAVY",,
163,"NAPHTHA, LIGHT",,
488,NAPHTHA.,,
1116,NAPHTHALENE,Intermediates,Intermediates
399,NAPHTHALENE OIL,Intermediates,Intermediates
529,NAPHTHENIC ACID,Intermediates,Intermediates
33,NATURAL GAS,,
702,NATURAL GAS (HIGH CO2),,
129,NATURAL GAS.,,
1374,"NBR, AMINE-TERM.",,
167,NCA ACTIVATOR,,
836,NEODYMIUM NITRATE,Intermediates,Intermediates
666,NEODYMIUM VERSATATE,Intermediates,Intermediates
1339,NEOPENTYL GLYCOL,Intermediates,Intermediates
1516,NGL (86% ETHANE RECOVERED),,
994,Ni ALKYLBENZENE SULFONATE,Intermediates,Intermediates
1335,NIAX(R) A-1,,
450,NICKEL NITRATE HEXAHYDRATE,Intermediates,Intermediates
203,NICKEL POWDER,,
289,"NICKEL, RANEY",,
388,NITRIC ACID (60%),Intermediates,Intermediates
61,NITRIC ACID (CONC),Intermediates,Intermediates
62,NITRIC ACID (DILUTE),Intermediates,Intermediates
170,NITRIC OXIDE,,
1375,NITRILE RUBBER,Intermediates,Intermediates
12,NITROBENZENE,Intermediates,Intermediates
66,NITROGEN,,
419,NITROGEN FOR CATALYST,,
767,NITROGEN TETROXIDE,,
1079,NONENE(PROPYLENE TRIMER),Intermediates,Intermediates
640,NONENES,Intermediates,Intermediates
1242,NONIONIC SURFACTANT,,
1454,NORBORNENE,Intermediates,Intermediates
1199,NPG DIBENZOATE,,
84,NUTRIENTS,,
511,NUTRIENTS (CELLULASE),,
433,NUTRIENTS (CORN STEEP LIQUOR),,
774,NUTRIENTS (L-LYSINE),,
56,NUTRIENTS (PHBV FROM WASTE),,
583,NUTRIENTS (PHBV),,
298,NUTRIENTS AND CHEMICALS,,
816,NYLON 6 AB RESIN,Intermediates,Intermediates
1087,NYLON 6 CHIPS,Intermediates,Intermediates
1088,NYLON 66 CHIPS,Intermediates,Intermediates
1082,"NYLON SALT (63% SOLN, SOLIDS BASIS)",Intermediates,Intermediates
1083,"NYLON SALT, SOLID",Intermediates,Intermediates
211,"NYLON, WASTE",Thermoplastics,Downstream
928,O-CRESOL,"Solvents, additives & explosives",Downstream
133,O-DICHLOROBENZENE,Intermediates,Intermediates
290,O-NITROCHLOROBENZENE,Intermediates,Intermediates
1239,O-PHENYLENEDIAMINE,Intermediates,Intermediates
1160,O-PHENYLPHENOL,Intermediates,Intermediates
387,O-XYLENE,Primary chemicals,Primary chemicals
562,OCTANE PENALTY,,
959,OCTANOIC ACID,Intermediates,Intermediates
414,OCTENE-1,Intermediates,Intermediates
1022,OCTENES,Intermediates,Intermediates
667,OCTYL BROMIDE,Intermediates,Intermediates
1151,OCTYL MERCAPTAN,Intermediates,Intermediates
1502,ODTM AMMONIUM CHLORIDE,Intermediates,Intermediates
431,OLEFLEX CATALYST,,
641,OLEIC ACID,Intermediates,Intermediates
1003,OLEUM (20%),Intermediates,Intermediates
1270,OLEUM (30%),Intermediates,Intermediates
193,OLEUM (32%),Intermediates,Intermediates
258,OLEUM (33.3%),Intermediates,Intermediates
114,OLEUM (40%),Intermediates,Intermediates
664,OLEUM (65%),Intermediates,Intermediates
183,OLEUM (7%),Intermediates,Intermediates
980,OLIGOMER CATALYST,Intermediates,Intermediates
57,ORGANIC WASTE,,
229,OTHER CHEMICALS (PS),Intermediates,Intermediates
523,OXALIC ACID,Intermediates,Intermediates
365,OXIDIZED PAN,,
385,OXIDIZED PITCH FIBER,,
1252,OXIDIZED STARCH,,
22,OXYGEN,,
17,OXYGEN (95 MOLE %),,
210,OXYGEN (HIGH USAGE),,
735,OXYGEN (LOW USAGE),,
194,OXYGEN (MODERATE USAGE),,
625,P-CHLOROBENZOIC ACID,Intermediates,Intermediates
1324,P-CHLOROBENZOTRIFLUORIDE,Intermediates,Intermediates
1112,P-CHLORONITROBENZENE,Intermediates,Intermediates
622,P-CHLOROTOLUENE,Intermediates,Intermediates
1058,P-CRESOL,Intermediates,Intermediates
484,P-DICHLOROBENZENE,Intermediates,Intermediates
1162,P-ETHYL PHENOL,Intermediates,Intermediates
1028,P-HYDROXYBENZOIC ACID,Intermediates,Intermediates
1072,P-NITROPHENOL,Intermediates,Intermediates
180,P-NONYLPHENOL,Intermediates,Intermediates
1186,P-PHENYLENEDIAMINE,Intermediates,Intermediates
273,P-T-BUTYLPHENOL,Intermediates,Intermediates
531,P-TERT-BUTYL CATECHOL INHIBITOR,Intermediates,Intermediates
101,P-TOLUENESULFONIC ACID,Intermediates,Intermediates
189,P-XYLENE,Primary chemicals,Primary chemicals
747,P-XYLENE (NET),Primary chemicals,Primary chemicals
1440,P-XYLENE PURIFICATION,Primary chemicals,Primary chemicals
49,PACKAGING MATERIALS,Thermoplastics,Downstream
555,PALLADIUM ACETATE,Intermediates,Intermediates
712,PALM FATTY ACID DISTILLATE,,
868,PALM OIL,,
1168,PALMITIC ACID,Intermediates,Intermediates
634,PARAFFIN WAX,,
611,PARAFORMALDEHYDE,Intermediates,Intermediates
68,PB CATALYST,,
1172,PBT PELLETS (IV=0.85),Thermoplastics,Downstream
1129,PBT POWDER,Thermoplastics,Downstream
1509,Pd ON CARBON CATALYST,,
107,Pd ON STEATITE,,
1143,PE BAGS,,
443,PE CATALYST,,
906,PE/PA MULTI-LAYER FILM BALES,Thermoplastics,Downstream
1047,PEGDMA,,
1093,PELARGONIC ACID,Intermediates,Intermediates
1016,PENTAERYTHRITOL,"Solvents, additives & explosives",Downstream
1506,PENTAERYTHRITOL TA ETHER,Intermediates,Intermediates
1520,PENTAFLUOROPROPANOL,"Solvents, additives & explosives",Downstream
1299,PENTAMETHYLDIETHYLENETRIAMINE,Intermediates,Intermediates
580,PENTANOL,"Solvents, additives & explosives",Downstream
1010,PERCHLORIC ACID,Intermediates,Intermediates
469,PERCHLOROETHYLENE,Intermediates,Intermediates
1522,PERFLUORO(PROPYLVINYL ETHER),Intermediates,Intermediates
63,PERFLUORODIOXOLE,Intermediates,Intermediates
1311,PERFLUOROPOLYETHER,,
594,PEROXIDE INITIATORS,,
1187,PEROXIDES AND PERESTERS,,
798,PET BALES,Thermoplastics,Downstream
826,"PET BOTTLES, RECYCLED",Thermoplastics,Downstream
1429,PET FILM WASTE,Thermoplastics,Downstream
799,"PET FLAKES, RECYCLED",Thermoplastics,Downstream
1197,PET PELLETS (IV=0.6),Thermoplastics,Downstream
754,PET POLYMER MELT,Thermoplastics,Downstream
819,PET RESIN,Thermoplastics,Downstream
897,PET SCRAP BALES,Thermoplastics,Downstream
1403,"PET, SCRAP",Thermoplastics,Downstream
643,PETROLEUM COKE,,
1122,PFA RESIN,,
102,PHENOTHIAZINE,Intermediates,Intermediates
1281,PHENYLMETHYLSILOXANE,Intermediates,Intermediates
338,PHOSGENE,Intermediates,Intermediates
308,PHOSPHATE,,
1211,PHOSPHATE FIRE RETARDANT,,
1528,PHOSPHATE NUTRIENT,,
1114,"PHOSPHATE ROCK, 66% BPL",,
1041,PHOSPHINE LIGAND,,
1383,PHOSPHITE CHELATOR,,
1465,PHOSPHITE STABILIZER,,
1306,"PHOSPHOGYPSUM, HYDRATED",,
1290,PHOSPHORIC ACID (58% P2O5),Intermediates,Intermediates
105,PHOSPHORIC ACID (85%),Intermediates,Intermediates
696,PHOSPHORIC ACID (AS P2O5),Intermediates,Intermediates
753,PHOSPHORIC ACID (WET),Intermediates,Intermediates
677,PHOSPHORUS,,
10,PHOSPHORUS OXYCHLORIDE,Intermediates,Intermediates
1163,PHOSPHORUS PENTACHLORIDE,Intermediates,Intermediates
764,PHOSPHORUS PENTASULFIDE,Intermediates,Intermediates
204,PHOSPHORUS TRICHLORIDE,Intermediates,Intermediates
783,PHTHALIC ACID,Intermediates,Intermediates
1174,PHTHALOYL CHLORIDE,Intermediates,Intermediates
921,PIB SUCCINIC ANHYDRIDE,Intermediates,Intermediates
497,PICRIC ACID,Intermediates,Intermediates
703,PIPERAZINE,Intermediates,Intermediates
368,PITCH,,
1360,"PL FILM, PET, BIAX ORIENTED",Thermoplastics,Downstream
1361,"PL FILM, PP, BIAX ORIENTED",Thermoplastics,Downstream
853,PLASTIC FEEDSTOCK,Thermoplastics,Downstream
791,"PLASTIC, RECYCLED",Thermoplastics,Downstream
314,PLATINUM On SILICA CAT.,,
1362,PLEXAR(R) RESIN,,
907,PMMA FEED RECYCLED,Thermoplastics,Downstream
1140,POE LAURYLETHER,Intermediates,Intermediates
888,"POLY-1,4-BUTANEDIOL ADIPATE",Intermediates,Intermediates
118,POLY(STYR-DVB) (4% DVB),Thermoplastics,Downstream
115,POLY(STYR-DVB) (8% DVB),Thermoplastics,Downstream
119,POLY(STYR-DVB) (8% DVB)MP,Thermoplastics,Downstream
1227,POLY(VINYL PYRROLIDONE),Intermediates,Intermediates
1130,POLYACRYLATE LATEX,Intermediates,Intermediates
360,POLYACRYLONITRILE,Intermediates,Intermediates
1092,POLYALKYLBENZENE,Intermediates,Intermediates
1366,POLYARYLATE,Intermediates,Intermediates
233,POLYBUTADIENE,"Thermosets, fibre & elastomers",Downstream
1463,POLYCAPROLACTONE,Intermediates,Intermediates
1124,POLYCARBONATE,Thermoplastics,Downstream
356,POLYELECTROLITE,Intermediates,Intermediates
553,POLYESTER POLYOL,Thermoplastics,Downstream
877,POLYETHER GLYCOL I,Intermediates,Intermediates
546,POLYETHER TRIOL,Intermediates,Intermediates
1365,POLYETHERETHERKETONE,Intermediates,Intermediates
1364,POLYETHERIMIDE,Intermediates,Intermediates
1368,POLYETHERSULFONE,Intermediates,Intermediates
1358,"POLYETHYLENE 2,6-NAPHTHALATE",Intermediates,Intermediates
784,POLYETHYLENE GLYCOL,Intermediates,Intermediates
586,POLYETHYLENE GLYCOL DIACRYLATE,Intermediates,Intermediates
1086,POLYETHYLENE OXIDE,Intermediates,Intermediates
812,"POLYETHYLENE, HD",Thermoplastics,Downstream
1184,"POLYETHYLENE, HD POWDERED",Thermoplastics,Downstream
813,"POLYETHYLENE, LD",Thermoplastics,Downstream
814,"POLYETHYLENE, LLD",Thermoplastics,Downstream
1411,POLYFLUOROSULFONIC ACID,Intermediates,Intermediates
1206,POLYISOBUTENE,Intermediates,Intermediates
554,POLYMERIC MDI,Intermediates,Intermediates
230,POLYMERIZATION INHIBITOR,Intermediates,Intermediates
1212,"POLYOL, POLYESTER",Intermediates,Intermediates
1243,"POLYOL, POLYETHER",Intermediates,Intermediates
782,"POLYOL, POLYETHER (707 DA)",Intermediates,Intermediates
1245,"POLYOL, TRIFUNC POLYETHER",Intermediates,Intermediates
1407,"POLYOL, TRIFUNC POLYETHER.",Intermediates,Intermediates
406,POLYOXYALKYLENE TRIOL,Intermediates,Intermediates
1249,POLYOXYPROPYLENE CYCLOHEXANONE DIIMIDE,Intermediates,Intermediates
1250,POLYOXYPROPYLENE DIAMINE,Intermediates,Intermediates
1224,POLYPHENYLENE OXIDE,Intermediates,Intermediates
1369,"POLYPHENYLENE SULFIDE, NEAT",Intermediates,Intermediates
810,POLYPROPYLENE,Thermoplastics,Downstream
900,POLYPROPYLENE GLYCOL,Intermediates,Intermediates
1379,POLYPROPYLENE IMPACT COPOLYMER,Thermoplastics,Downstream
1504,"POLYPROPYLENE, MALEATED",Thermoplastics,Downstream
1225,"POLYSTYRENE, HI",Thermoplastics,Downstream
830,POLYTETRAMETHYLENE ETHER GLYCOL,Intermediates,Intermediates
871,POLYTETRAMETHYLENE GLYCOL,Intermediates,Intermediates
248,POLYVINYL ALCOHOL,Intermediates,Intermediates
820,POLYVINYL CHLORIDE,Thermoplastics,Downstream
818,POLYVINYLIDENE CHLORIDE,Thermoplastics,Downstream
989,POTASH FLAKES,,
334,POTASSIUM,,
339,POTASSIUM ACETATE,Intermediates,Intermediates
508,POTASSIUM BICARBONATE,Intermediates,Intermediates
1159,POTASSIUM BOROHYDRIDE,Intermediates,Intermediates
644,POTASSIUM CARBONATE,Intermediates,Intermediates
848,POTASSIUM CHLORIDE,Intermediates,Intermediates
64,POTASSIUM HYDROXIDE,Intermediates,Intermediates
809,POTASSIUM IODIDE,Intermediates,Intermediates
239,POTASSIUM OLEATE,Intermediates,Intermediates
960,POTASSIUM PERMANGANATE,Intermediates,Intermediates
240,POTASSIUM PERSULFATE,Intermediates,Intermediates
