,COUNTRY/TERRITORY,STATE,COMPANY,SITE,#,START_YR,START_MO,1978,1978,1978,1978,1978,1978,1978,1979,1979,1979,1979,1979,1979,1979,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2025,2025,2025,2025,2025,2025,2025,2026,2026,2026,2026,2026,2026,2026,2027,2027,2027,2027,2027,2027,2027,2028,2028,2028,2028,2028,2028,2028,2029,2029,2029,2029,2029,2029,2029,2030,2030,2030,2030,2030,2030,2030,2031,2031,2031,2031,2031,2031,2031,2032,2032,2032,2032,2032,2032,2032,2033,2033,2033,2033,2033,2033,2033,2034,2034,2034,2034,2034,2034,2034,2035,2035,2035,2035,2035,2035,2035,2036,2036,2036,2036,2036,2036,2036,2037,2037,2037,2037,2037,2037,2037,2038,2038,2038,2038,2038,2038,2038,2039,2039,2039,2039,2039,2039,2039,2040,2040,2040,2040,2040,2040,2040
,nan,nan,nan,nan,nan,nan,nan,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,HEAVYCON,NAPHTHA,ETHANE,LPG,MID-DIST,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS,CAPACITY,ETHANE,LPG,NAPHTHA,MID-DIST,HEAVYCON,OTHERS
0,ARGENTINA,n.a.,DOW CHEMICAL,BAHIA BLANCA,2.0,2001.0,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,340.0,100.0,0.0,0.0,0.0,0.0,0.0,425.0,100.0,0.0,0.0,0.0,0.0,0.0,425,100.0,0.0,0.0,0.0,0.0,0.0,425.0,100.0,0.0,0.0,0.0,0.0,0.0,430.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,340.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,100.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0,455.0,100.0,0.0,0.0,0.0,0.0,0.0
1,ARGENTINA,n.a.,PAMPA ENERGIA ,P.TO SAN MARTIN,1.0,0.0,na,25,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,26.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,100.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0
2,ARGENTINA,n.a.,PAMPA ENERGIA ,SAN LORENZO/AR,2.0,1978.0,na,15,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,18.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,18,0.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,14.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AUSTRALIA,n.a.,QENOS,ALTONA,1.0,1971.0,na,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,80,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,105.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AUSTRALIA,n.a.,QENOS,ALTONA,2.0,1961.0,na,75.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,90.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,110.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,0.0,0.0,100.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,115.0,0.0,100.0,0.0,0.0,0.0,0.0,130.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,0.0,135,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AUSTRALIA,n.a.,QENOS,BOTANY BAY,1.0,1960.0,na,105.0,0.0,0.0,100.0,0.0,0.0,0.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AUSTRALIA,n.a.,QENOS,BOTANY BAY,2.0,1984.0,na,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,0.0,255.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,100.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265.0,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0,265,100.0,0.0,0.0,0.0,0.0,0.0
