Annual Net emissions/removals 
Query results for — Party: Afghanistan and 92 other(s) | Year: 1990 and 29 other(s) | Category: 2.B  Chemical Industry | Classification: Total for category | Type of value: Net emissions/removals | Gas: Aggregate GHGs and 7 other(s) | Unit: Gg and 1 other(s)

Colombia,0.18,2.1605,0.48,1.39001,28.5,28.5,0.20001,4.20021,0.2,62,94.70021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,2.2311,0.62,1.91002,0.37,0.37,0.39002,8.19042,0.25,77.5,86.06042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,6.281,1.67,2.012,123.011,123.011,0.89,18.69,1.1,341,482.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,9.28,2.04,1.993,164.022,164.022,0.87,18.27,1.35,418.5,600.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cote d'Ivoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1.38,0.82,7.96,6.74,281.5,281.5,,,3.32,1029.2,1310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,7.09,14.9,14.9,,,0.15,46.5,61.4,,,,,,,,,,,,,,0.15,7.43,10.95,10.95,,,0.06,18.599999999999998,29.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Democratic People's Republic of Korea",6,4,7,,3696,3696,,,7,2170,5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,17,,4610,4610,,,10,3100,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,853,853,,,1,310,1163,,,,,,,,,,,,1,1,2,,910,910,,,1,310,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,2736,,,16.266,5042.459999999999,7778.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924.848,1924.848,,,16.266,5042.459999999999,6967.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575417,,,,1.6979498,1.6979498,,,,,1.6979498,,,,,1.4556049,1.4556049,,,,,1.4556049,,,,,1.94,1.94,,,,,1.94,,,,,1.069746,1.069746,,,,,1.069746,,,,,0.917063,0.917063,,,,,0.917063,,,,,0.786173,0.786173,,,,,0.786173,,,,,0.369085,0.369085,,,,,0.369085,,,,,1.040934,1.040934,,,,,1.040934,,,,,0.372771,0.372771,,,,,0.372771,,,,,0.424569,0.424569,,,,,0.424569,,,,,0.889272,0.889272,,,,,0.889272,,,,,1.132566,1.132566,,,,,1.132566,,,,,0.3977,0.3977,,,,,0.3977,,,,,0.097,0.097,,,,,0.097,,,,,0.154909,0.154909,,,,,0.154909,,,,,1.552,1.552,,,,,1.552,,,,,0.051384,0.051384,,,,,0.051384,,,,,0.130884,0.130884,,,,,0.130884,,,,,0.135385,0.135385,,,,,0.135385,0.15754,,,,0.18209151,0.18209151,,,,,0.18209151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1.58,0.94,NA,0.01,C,C,NA,NA,C,C,"C,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0.0041,204,204,,,1.53,474.3,678.3,,,1,0.0017,87,87,,,1,310,397,1,1,2,0.003,167,167,,,1,310,477,1,1,2,0.004,186,186,,,1,310,496,1,1,3,0.004,197,197,,,1.51,468.1,665.1,1,1,3,0.005,228,228,,,1.8,558,786,,,,,347,347,,,1.84,570.4,917.4,,,,,369,369,,,2.08,644.8000000000001,1013.8,,,,,393,393,,,1.33,412.3,805.3,,,,,400,400,,,2.45,759.5,1159.5,1.4999,0.8923,4.5636,0.0057,214.3,214.3,,,2.5671,795.8009999999999,1010.101,1.7387,1.0344,4.6921,0.0066,242.3,242.3,,,2.6393,818.183,1060.483,1.7511,1.0418,4.6482,0.0066,254.6,254.6,,,2.6146,810.526,1065.126,1.7423,1.0366,4.7278,0.0066,250.7,250.7,NA,NA,2.6594,824.4140000000001,1075.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.99,NA,0.01,C,C,NA,NA,C,C,"C,NA",,,,,,,,,,,,,,,,,,,,,,
Ghana,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,,,,,,,,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,NO,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.336,NO,NO,0.028,0.028,NO,NO,NO,NO,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002701,,,,,0.0002154,0.0045234,,,0.0045234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14697,14697,2,42,9,2790,17529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15785.98,15785.98,5.34,112.14,12.8,3968,19866.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19506.71,19506.71,21.46,450.66,8.11,2514.1,22471.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21344,21344,27,567,11,3410,25321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,,,,4880,4880,,,,,4880,,,,,4790,4790,,,,,4790,,,,,4750,4750,,,,,4750,,,,,4910,4910,,,,,4910,,,,,4880,4880,,,,,4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,9938.97,9938.97,9.54,200.33999999999997,0.43,133.3,10272.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17,14.06,3.54,10.17,1857,1857,1.85,38.85,2.198,681.38,2577.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,23.76,3.83,8.61,1740.21,1740.21,3.17,66.57,2.38,737.8,2544.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,3806,1485,1485,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,3.6739,5.1609,18.1318,92,92,,,1.7342,537.602,629.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3364314,4.86988,2.42403825527705,,,0.2,4.2,1.62933,505.09229999999997,509.2923,,,,,,,,,,,,,,,,,,,,,,,,4.2057455,1.019712,4.41384735001745,,,0.205395,4.313295,2.552286,791.20866,795.521955,,2.968807,1.175316,4.17004504088093,,,0.161423,3.389883,2.794348,866.2478799999999,869.637763,,3.392648,1.163556,4.29171311484772,,,0.175773,3.6912330000000004,2.796423,866.89113,870.582363,,2.64473,1.119546,4.4082534155822,,,0.1311,2.7531,2.648738,821.1087799999999,823.86188,,4.2496,1.2365985,4.6634766741907,,,0.2024,4.2504,2.898944,898.67264,902.92304,,5.414183,1.209918,4.24439775274953,,,0.213722,4.488162,2.749974,852.49194,856.980102,,5.8115708,0.7703775,3.81086783401729,,,0.223385,4.691085,2.248993,697.18783,701.878915,,5.0636036,1.0910655,4.24672855876422,,,0.199584,4.191264,2.496104,773.79224,777.983504,,5.9844178,0.6440835,4.39123853167496,,,0.239271,5.024691000000001,1.720164,533.25084,538.275531,,5.5154202,1.2247935,3.88519,,,0.228864,4.806144000000001,2.703879,838.20249,843.008634,,4.4581592,1.102953,4.658567,,,0.190026,3.990546,2.59341,803.9571,807.947646,,5.0031382,1.202412,4.472922,,,0.211645,4.444545,2.730804,846.54924,850.993785,,5.0541412,1.1084775,5.107517,,,0.213435,4.482135,2.534855,785.8050499999999,790.287185,,4.6164158,1.0532415,5.557654,,,0.139814,2.9360939999999998,2.563052,794.54612,797.482214,,5.6650536,0.346431,4.763785,,,0.211479,4.441059,0.848922,263.16582,267.606879,,5.4488916,0.440988,3.540555,,,0.197457,4.146597,1.322964,410.11884000000003,414.265437,,5.4927424,0.4512105,2.606163,,,0.212339,4.459119,1.310588,406.28228,410.741399
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,310,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NA,NO,NO,NA,NA,NA,NA,0.677,209.87,209.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,262.743,262.743,,,,,262.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,,0.02,,,,,,,,,,,0.018,,,,,,,,,,,0.0093,,,,,,,,,,,0.0071,,,,,,,,,,,0.0017,,,,,,,,,,,0.0014,,,,,,,,,,,0.0015,,,,,,,,,,,0.001,,,,,,,,,,,0.001,,,,,,,,,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,4.02,84.41999999999999,,,84.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,NE,NE,NE,NE,NE,NE,NE,,,,,1118.08,1118.08,4.13,86.73,0.65590322580645,203.3299999999995,1408.14,,,,,1681.61,1681.61,3.98809523809524,83.75000000000004,0.31925806451613,98.9700000000003,1864.33,,,,,1717.68,1717.68,5.34,112.14,0.4158064516129,128.89999999999898,1958.72,,,,,1617.49,1617.49,3.21285714285714,67.46999999999994,0.64187096774194,198.98000000000138,1883.94,,,,,1447.71,1447.71,3.64095238095238,76.45999999999998,0.67264516129032,208.51999999999921,1732.69,,,,,1836.15,1836.15,4.65714285714286,97.80000000000007,0.7041935483871,218.300000000001,2152.25,,,,,1466.95,1466.95,4.67,98.07,0.57,176.7,1741.72,,,,,1466.95,1466.95,4.58904761904762,96.37000000000002,0.64,198.4,1761.72,,,,,1466.95,1466.95,4.69,98.49000000000001,0.42087096774194,130.4700000000014,1695.91,,,,,1466.95,1466.95,5.32333333333333,111.78999999999992,,,1578.74,,,,,1466.95,1466.95,5.65809523809524,118.82000000000004,,,1585.77,,,,,1450.02,1450.02,5.12,107.52,,,1557.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,,,,,,0.279,86.49000000000001,86.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4481,,,,,,0.3361,104.191,104.191,,,0.3105,,,,,,0.2329,72.199,72.199,,,0.4071,,,,,,0.3053,94.643,94.643,,,0.4357,,,,,,0.3268,101.30799999999999,101.308,,,0.4203,,,,,,0.3152,97.71199999999999,97.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
