Annual Net emissions/removals 
Query results for — Party: Afghanistan and 92 other(s) | Year: 1990 and 29 other(s) | Category: 2.B  Chemical Industry | Classification: Total for category | Type of value: Net emissions/removals | Gas: Aggregate GHGs and 7 other(s) | Unit: Gg and 1 other(s)

Mexico,,,,,3948,3948,3.88190476190476,81.51999999999997,1.77,548.7,4578.22,,,,,4053,4053,3.46428571428571,72.74999999999991,2.11261290322581,654.9100000000011,4780.66,,,,,4017,4017,3.59238095238095,75.43999999999996,1.0968064516129,340.00999999999897,4432.45,,,,,3205.5,3205.5,3.10142857142857,65.12999999999997,1.368,424.08000000000004,3694.71,,,,,3702,3702,3.33,69.93,1.49761290322581,464.2600000000011,4236.19,,,,,3633,3633,3.5952380952381,75.5000000000001,2.82538709677419,875.869999999999,4584.37,,,,,3750,3750,3.66333333333333,76.92999999999994,3.5508064516129,1100.749999999999,4927.68,,,,,3195,3195,3.58714285714286,75.33000000000006,2.74438709677419,850.759999999999,4121.09,,,,,2721,2721,3.59,75.39,2.496,773.76,3570.15,,,,,1828.5,1828.5,3.43714285714286,72.18000000000006,2.0741935483871,643.000000000001,2543.68,,,,,1384.5,1384.5,3.49047619047619,73.3,0.89954838709677,278.8599999999987,1736.66,,,,,1060.5,1060.5,2.99571428571429,62.91000000000009,0.75032258064516,232.5999999999996,1356.01,,,,,1020,1020,2.91428571428571,61.19999999999991,0.38867741935484,120.4900000000004,1201.69,,,,,801,801,3.01761904761905,63.37000000000005,0.36112903225807,111.95000000000171,976.32,,,,,1021.5,1021.5,3.20571428571429,67.32000000000009,0.35832258064516,111.0799999999996,1199.9,,,,,771,771,3.09761904761905,65.05000000000005,0.37716129032258,116.9199999999998,952.97,,,,,888,888,3.17380952380952,66.64999999999992,0.42825806451613,132.7600000000003,1087.41,,,,,1140,1140,3.1252380952381,65.6300000000001,0.42635483870968,132.1700000000008,1337.8,,,,,1344,1344,3.09952380952381,65.09,0.45035483870968,139.6100000000008,1548.7,,,,,1185,1185,3.06857142857143,64.44000000000003,0.47806451612903,148.1999999999993,1397.64,,,,,1348.5,1348.5,3.06714285714286,64.41000000000005,0.49922580645161,154.7599999999991,1567.67,,,,,1300.5,1300.5,3.65,76.64999999999999,0.51454838709677,159.50999999999868,1536.66,,,,,1408.5,1408.5,3.30047619047619,69.30999999999999,0.54129032258065,167.80000000000152,1645.61,,,,,12.99,12.99,2.38333333333333,50.04999999999993,0.56222580645161,174.2899999999991,237.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,141.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,221.5,,,,,,,,,,,,,,,,,,,,0.4,,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4590768,,260.0873532,260.0873532,,,,,260.0873532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,0.340255748,4.320428,1.634612078,,,,,,,,,0.18905241,2.400695673288,1.36289919,,,0.00888,0.18648,,,0.18648,,0.07092842,0.900792659832,1.26737641,,,,,,,,,0.052528708,0.66715319404,1.18389062,,,0.005604,0.117684,,,0.117684,,0.060771532,0.771782944496,0.96117298,,,0.005212,0.109452,0.3309,102.57900000000001,102.688452,,0.06359632,0.807670036104,1.3714754,,,0.007948,0.166908,,,0.166908,,0.071908606,0.913066,1.3239485,9.8985,9.8985,0.002204,0.046284,,,9.944784,,0.102124576,1.296926750824,1.40016987,,,0.002466,0.051786,,,0.051786,,0.097524648,1.238511123624,1.34418387,10.4835,10.4835,0.002464,0.051744,,,10.535244,,0.112729108,1.326382786,1.4878672781,,,,,,,,,0.0420631,0.495057264816,1.44798458,,,0.000334,0.007013999999999999,,,0.007014,,0.01914064,0.243223521328,1.347131288,,,,,,,,,0.034676974,0.409046203,1.55727794555,,,,,,,,,0.12174,1.43228,1.8e-7,,,,,,,,,0.09491,1.11657,1.4e-7,,,,,,,,,0.06018,0.70797,9e-8,,,,,,,,,0.05937,0.69843,9e-8,,,,,,,,,0.02455,0.28883,4e-8,,,,,,,,,0.04249,0.49985,6e-8,,,,,,,,,0.03509,0.41287,5e-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,3.78,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.13,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,0.000164,,0.086,,,0.00012,0.00252,,,0.00252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.44,,0.11,,,,,,,,,,,0.11375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,,,,,,,,,,,"NE,NA,NO","NE,NA,NO","NE,NA,NO","NE,NA,NO",4.51,4.51,0.02,0.42,"NA,NO","NA,NO",4.93,,,,,,,,,,,,,,,,,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.07,0.82,3.761,25.63,25.63,0.62,13.02,,,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,0.25483870967742,79.0000000000002,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51,7.51,,,,,7.51,,,,,,,,,,,,,,,,11,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,1.46,,9.81,,,0.33,6.930000000000001,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,0.24,5.04,,,59.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,7.03,10.38,3831.45,3831.45,6.91,145.11,0.1,31,4007.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Korea,,,,,1.95,1.95,5.31,111.50999999999999,0.83,257.3,370.76,,,,,2.18,2.18,7.4,155.4,1.62,502.20000000000005,659.78,,,,,2.37,2.37,10.51,220.71,8.2,2542,2765.08,,,,,2.57,2.57,11.72,246.12,8.36,2591.6,2840.29,,,,,3.63,3.63,12.53,263.13,9.15,2836.5,3103.26,,,,,4.28,4.28,12.87,270.27,10.86,3366.6,3641.15,,,,,5.12,5.12,14.59,306.39,12.32,3819.2000000000003,4130.71,,,,,4.6,4.6,17.82,374.22,14.74,4569.4,4948.22,,,,,3.43,3.43,18.6,390.6,16.84,5220.4,5614.43,,,,,32.9,32.9,19.77,415.17,19.97,6190.7,6638.77,,,,,31.71,31.71,20.66,433.86,22.82,7074.2,7539.77,,,,,30.86,30.86,19.8,415.8,24.1,7471,7917.66,,,,,30.45,30.45,21.54,452.34,23.41,7257.1,7739.89,,,,,30.33,30.33,21.42,449.82000000000005,34.53,10704.300000000001,11184.45,,,,,31.5,31.5,21.98,461.58,41.76,12945.599999999999,13438.68,,,,,11.07,11.07,22.42,470.82000000000005,35.83,11107.3,11589.19,,,,,2.13,2.13,23.34,490.14,33.38,10347.800000000001,10840.07,,,,,1.83,1.83,24.48,514.08,3.06,948.6,1464.51,,,,,1.84,1.84,23.73,498.33,0.86,266.6,766.77,,,,,1.53,1.53,23.95,502.95,0.72,223.2,727.68,,,,,1.73,1.73,24.54,515.34,0.66,204.60000000000002,721.67,,,,,1.83,1.83,24.62,517.02,1.01,313.1,831.95,,,,,1.81,1.81,25.83,542.43,1.42,440.2,984.44,,,,,1.77,1.77,25.57,536.97,1.27,393.7,932.44,,,,,1.72,1.72,26.83,563.43,1.04,322.40000000000003,887.55,,,,,1.58,1.58,26.15,549.15,0.85,263.5,814.23,,,,,1.56,1.56,27.45,576.4499999999999,1.07,331.70000000000005,909.71,,,,,1.57,1.57,27.61,579.81,1.17,362.7,944.08,,,,,1.33,1.33,28.52,598.92,1.15,356.5,956.75,,,,,,,,,,,
Republic of Moldova,"NO, NE",0.3657,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.2883,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.158,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.1074,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0323,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.027,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0155,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0046,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0037,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0032,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0061,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0099,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0196,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0203,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0237,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0276,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0252,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.03,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0238,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0203,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0326,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0359,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0377,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO","NO, NE",0.0404,"NO, NE","NO, NE","NE,NO","NE,NO","NO, NE","NO, NE","NO, NE","NO, NE","NE,NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,1457,1457,9.589,201.369,,,1658.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,3554,11.18,234.78,,,3788.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331.6,4331.6,35.6999,749.6979,,,5081.2979,,,,,,,,,,,,,,,,4331.6,4331.6,36.54,767.34,,,5098.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,1,1,3,22,268,268,0.53,11.13,1.77,548.7,827.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,257,257,0.63,13.23,1.39,430.9,701.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,1658.81,1658.81,3.27,68.67,5.84,1810.3999999999999,3537.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.1,1952.1,1.25,26.25,7.27,2253.7,4232.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State of Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,1,1,,,164,164,,,,,164,1,1,,,165,165,,,,,165,0.5,0.3,,,104,104,,,,,104,,,,,44,44,,,,,44,,,,,20,20,,,,,20,,,,,33,33,,,,,33,,,,,28,28,,,,,28,,,,,28,28,,,,,28,,,,,32,32,,,,,32,,,,,15,15,,,,,15,,,,,29,29,,,,,29,,,,,9,9,,,,,9,,,,,28,28,,,,,28,,,,,39,39,,,,,39,,,,,82,82,,,,,82,,,,,80,80,,,,,80,,,,,66,66,,,,,66,,,,,48,48,,,,,48,,,,,44,44,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
