Column1,Code,Data Version,Source/Object,Type,Target/Process,Research Year,Country/Reg,Product,Value,Value unit,Capacity unit,MeasType,Provenance,Value_sigma,ei_match,ei_CO2e_20a_cradle-to-gate,ei_CO2e_20a_cradle-to-gate_sigma,ei_CO2e_20a_conv_factor,ei_CO2e_20a_conv_factor_sigma,ei_CO2e_100a_cradle-to-gate,ei_CO2e_100a_cradle-to-gate_sigma,ei_CO2e_100a_conv_factor,ei_CO2e_100a_conv_factor_sigma,ei_Carbon dioxide_cradle-to-gate,ei_Carbon dioxide_cradle-to-gate_sigma,ei_Carbon dioxide_conv_factor,ei_Carbon dioxide_conv_factor_sigma,ei_Carbon monoxide_cradle-to-gate,ei_Carbon monoxide_cradle-to-gate_sigma,ei_Carbon monoxide_conv_factor,ei_Carbon monoxide_conv_factor_sigma,ei_Chloroform_cradle-to-gate,ei_Chloroform_cradle-to-gate_sigma,ei_Chloroform_conv_factor,ei_Chloroform_conv_factor_sigma,ei_Dinitrogen monoxide_cradle-to-gate,ei_Dinitrogen monoxide_cradle-to-gate_sigma,ei_Dinitrogen monoxide_conv_factor,ei_Dinitrogen monoxide_conv_factor_sigma,ei_Ethane_cradle-to-gate,ei_Ethane_cradle-to-gate_sigma,ei_Ethane_conv_factor,ei_Ethane_conv_factor_sigma,ei_Methane_cradle-to-gate,ei_Methane_cradle-to-gate_sigma,ei_Methane_conv_factor,ei_Methane_conv_factor_sigma,ei_Nitric oxide_cradle-to-gate,ei_Nitric oxide_cradle-to-gate_sigma,ei_Nitric oxide_conv_factor,ei_Nitric oxide_conv_factor_sigma,ei_Nitrogen fluoride_cradle-to-gate,ei_Nitrogen fluoride_cradle-to-gate_sigma,ei_Nitrogen fluoride_conv_factor,ei_Nitrogen fluoride_conv_factor_sigma,ei_Perfluoropentane_cradle-to-gate,ei_Perfluoropentane_cradle-to-gate_sigma,ei_Perfluoropentane_conv_factor,ei_Perfluoropentane_conv_factor_sigma,ei_Sulfur hexafluoride_cradle-to-gate,ei_Sulfur hexafluoride_cradle-to-gate_sigma,ei_Sulfur hexafluoride_conv_factor,ei_Sulfur hexafluoride_conv_factor_sigma,ei_Other_cradle-to-gate,ei_Other_cradle-to-gate_sigma,ei_Other_conv_factor,ei_Other_conv_factor_sigma,cm_match,cm_CO2e_20a_cradle-to-gate,cm_CO2e_20a_cradle-to-gate_sigma,cm_CO2e_20a_conv_factor,cm_CO2e_20a_conv_factor_sigma,cm_CO2e_100a_cradle-to-gate,cm_CO2e_100a_cradle-to-gate_sigma,cm_CO2e_100a_conv_factor,cm_CO2e_100a_conv_factor_sigma,cm_Carbon dioxide_cradle-to-gate,cm_Carbon dioxide_cradle-to-gate_sigma,cm_Carbon dioxide_conv_factor,cm_Carbon dioxide_conv_factor_sigma,cm_Carbon monoxide_cradle-to-gate,cm_Carbon monoxide_cradle-to-gate_sigma,cm_Carbon monoxide_conv_factor,cm_Carbon monoxide_conv_factor_sigma,cm_Chloroform_cradle-to-gate,cm_Chloroform_cradle-to-gate_sigma,cm_Chloroform_conv_factor,cm_Chloroform_conv_factor_sigma,cm_Dinitrogen monoxide_cradle-to-gate,cm_Dinitrogen monoxide_cradle-to-gate_sigma,cm_Dinitrogen monoxide_conv_factor,cm_Dinitrogen monoxide_conv_factor_sigma,cm_Ethane_cradle-to-gate,cm_Ethane_cradle-to-gate_sigma,cm_Ethane_conv_factor,cm_Ethane_conv_factor_sigma,cm_Methane_cradle-to-gate,cm_Methane_cradle-to-gate_sigma,cm_Methane_conv_factor,cm_Methane_conv_factor_sigma,cm_Nitric oxide_cradle-to-gate,cm_Nitric oxide_cradle-to-gate_sigma,cm_Nitric oxide_conv_factor,cm_Nitric oxide_conv_factor_sigma,cm_Nitrogen fluoride_cradle-to-gate,cm_Nitrogen fluoride_cradle-to-gate_sigma,cm_Nitrogen fluoride_conv_factor,cm_Nitrogen fluoride_conv_factor_sigma,cm_Perfluoropentane_cradle-to-gate,cm_Perfluoropentane_cradle-to-gate_sigma,cm_Perfluoropentane_conv_factor,cm_Perfluoropentane_conv_factor_sigma,cm_Sulfur hexafluoride_cradle-to-gate,cm_Sulfur hexafluoride_cradle-to-gate_sigma,cm_Sulfur hexafluoride_conv_factor,cm_Sulfur hexafluoride_conv_factor_sigma,cm_Other_cradle-to-gate,cm_Other_cradle-to-gate_sigma,cm_Other_conv_factor,cm_Other_conv_factor_sigma
4418,2M-2119,2022 Q1,STEAM,Direct Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,1.95,kg/kg,MM KG/yr,Utilities,IHS PEP,0.0975,STEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11556,2M-2119,2022 Q1,COOLING WATER,Indirect Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,45.56588683,kg/kg,MM KG/yr,Utilities,IHS PEP,2.278294342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11557,2M-2119,2022 Q1,ELECTRICITY,Indirect Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,0.392422827,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.019621141,"electricity, medium voltage",0.2609254801429831,0.039138822,0.6649090277047398,0.066490903,0.2295835237360299,0.034437529,0.5850412058672869,0.058504121,0.2090020103823482,0.031350302,0.5325939169892919,0.053259392,0.000147716,2.215747044480843e-05,0.000376422,3.764217053283001e-05,9.177875933891915e-10,1.376681390083788e-10,2.3387721889999997e-09,2.3387721889999997e-10,6.898875177726467e-06,1.0348312766589702e-06,1.758020866404e-05,1.758020866404e-06,1.894671300874849e-09,2.8420069513122735e-10,4.828137335588799e-09,4.8281373355888e-10,0.000563577,8.453652708999794e-05,0.001436147,0.000143615,9.96240219825567e-13,1.4943603297383505e-13,2.5386908e-12,2.5386908e-13,4.624540549480582e-18,6.9368108242208745e-19,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,6.070271765900585e-08,9.105407648850877e-09,1.5468702004713098e-07,1.54687020047131e-08,3.594786910106093e-12,5.392180365159139e-13,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11560,2M-2119,2022 Q1,NATURAL GAS,Indirect Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,0.05651928,kg/kg,MM KG/yr,Utilities,IHS PEP,0.002825964,"natural gas, high pressure",0.042470671,0.006370601,0.7514368803090485,0.075143688,0.022302538,0.003345381,0.394600531,0.039460053,0.011287942,0.001693191,0.199718439,0.019971844,3.083007130732499e-05,4.624510696098736e-06,0.000545479,5.454788422389e-05,1.1098945310309102e-13,1.6648417965463608e-14,1.963744999999996e-12,1.9637449999999962e-13,2.0530963372662186e-07,3.079644505899319e-08,3.632559269465e-06,3.632559269465e-07,2.2052381536705848e-11,3.307857230505869e-12,3.901744964954e-10,3.901744964954e-11,0.000364172,5.4625781936341305e-05,0.006443321,0.000644332,1.8122593384600089e-13,2.718389007690005e-14,3.2064445e-12,3.2064445000000013e-13,1.947539986749524e-19,2.9213099801242773e-20,3.4457976e-18,3.4457976000000003e-19,0,0,0,0,2.86977514340239e-10,4.304662715103573e-11,5.077515413781031e-09,5.07751541378103e-10,-1.17E-12,-1.76E-13,-2.07E-11,-2.07E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558,2M-2119,2022 Q1,PROCESS WATER,Indirect Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,0.008929579,kg/kg,MM KG/yr,Utilities,IHS PEP,0.000446479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11559,2M-2119,2022 Q1,STEAM,Indirect Utilities,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,1.95,kg/kg,MM KG/yr,Utilities,IHS PEP,0.0975,"steam, in chemical industry",0.6141056481095765,0.092115847,0.3149259733895264,0.031492597,0.5610288753025464,0.084154331,0.2877071155397674,0.028770712,0.5305969011080571,0.079589535,0.2721009749272088,0.027210097,0.000304626,4.569397358812649e-05,0.000156219,1.5621871312179997e-05,6.393122540999999e-11,9.5896838115e-12,3.27852438e-11,3.27852438e-12,4.5062938002264e-06,6.759440700339601e-07,2.310919897552e-06,2.3109198975520002e-07,4.098201152827586e-09,6.14730172924138e-10,2.1016416168346598e-09,2.10164161683466e-10,0.000936816,0.000140522,0.000480418,4.804184542818481e-05,3.1616092950000005e-11,4.7424139425000015e-12,1.6213381e-11,1.621338100000001e-12,3.4159335600000007e-18,5.12390034e-19,1.7517608e-18,1.7517608e-19,0,0,0,0,6.874844938661593e-09,1.031226740799239e-09,3.525561507005945e-09,3.5255615070059456e-10,8.032945634999999e-11,1.20494184525e-11,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,2M-2119,2022 Q1,CATALYST,Raw Material,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,,,MM KG/yr,Recipe,IHS PEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11555,2M-2119,2022 Q1,ETHANOL,Raw Material,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,2021,Germany,ETHYLENE,1.774202406,kg/kg,MM KG/yr,Recipe,IHS PEP,0.08871012,"ethanol, without water, in 99.7% solution state, from ethylene",3.4869450374581525,0.5230417556187229,1.9653592094904373,0.1965359209490437,2.7093268631809333,0.4063990294771399,1.5270675175178725,0.1527067517517872,2.282144574,0.3423216861657464,1.2862932476935538,0.1286293247693553,0.002677988,0.000401698,0.001509404,0.00015094,6.036550979063305e-09,9.054826468594956e-10,3.402402657e-09,3.4024026570000004e-10,6.406867673423651e-06,9.610301510135476e-07,3.6111255700000007e-06,3.611125570000001e-07,3.548879922613359e-08,5.323319883920038e-09,2.000267788668173e-08,2.0002677886681723e-09,0.013912759,0.002086914,0.007841697,0.00078417,2.0325200662122848e-11,3.048780099318428e-12,1.1455965e-11,1.1455965e-12,-4.69E-17,-7.03E-18,-2.64E-17,-2.64E-18,0,0,0,0,2.0085791376292056e-08,3.0128687064438083e-09,1.1321025894367272e-08,1.132102589436727e-09,4.4238411655861264e-10,6.635761748379189e-11,2.4934253e-10,2.4934253e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11663,2M-2134,2022 Q1,STEAM,By-Product,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,-1.763128141,kg/kg,MM KG/yr,Utilities,IHS PEP,0.088156407,"steam, in chemical industry",-0.555254846,-0.027762742,0.3149259733895264,0.031492597,-0.507264512,-0.025363226,0.2877071155397674,0.028770712,-0.479748886,-0.023987444,0.2721009749272088,0.027210097,-0.000275434,-1.38E-05,0.000156219,1.5621871312179997e-05,-5.78E-11,-2.89E-12,3.27852438e-11,3.27852438e-12,-4.07E-06,-2.04E-07,2.310919897552e-06,2.3109198975520002e-07,-3.71E-09,-1.85E-10,2.1016416168346598e-09,2.10164161683466e-10,-0.000847039,-4.24E-05,0.000480418,4.804184542818481e-05,-2.86E-11,-1.43E-12,1.6213381e-11,1.621338100000001e-12,-3.09E-18,-1.54E-19,1.7517608e-18,1.7517608e-19,0,0,0,0,-6.22E-09,-3.11E-10,3.525561507005945e-09,3.5255615070059456e-10,-7.26E-11,-3.63E-12,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2M-2134,2022 Q1,METHANOL,Direct Process,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,1,kg/kg,MM KG/yr,Chemical,IHS PEP,0,,0.19457999999999998,0.0019458,,,0.06831,0.0006831,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0.0023,2.3e-05,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,2M-2134,2022 Q1,COOLING WATER,Direct Utilities,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,88.10226747,kg/kg,MM KG/yr,Utilities,IHS PEP,4.4051133734367705,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,2M-2134,2022 Q1,ELECTRICITY,Direct Utilities,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.017531735,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.000876587,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,2M-2134,2022 Q1,NATURAL GAS,Indirect Utilities,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.6992159851199907,kg/kg,MM KG/yr,Utilities,IHS PEP,0.034960799,NATURAL GAS,1.8878831598239751,0.1643157565031977,2.7,0.1,1.8878831598239751,0.1643157565031977,2.7,0.1,1.8878831598239751,0.1643157565031977,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11668,2M-2134,2022 Q1,COOLING WATER,,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,88.10226747,kg/kg,MM KG/yr,Utilities,IHS PEP,4.4051133734367705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11669,2M-2134,2022 Q1,ELECTRICITY,Indirect Utilities,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.017531735,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.000876587,"electricity, medium voltage",0.011657009,0.001748551,0.6649090277047398,0.066490903,0.010256787,0.001538518,0.5850412058672869,0.058504121,0.009337296,0.001400594,0.5325939169892919,0.053259392,6.599325650520301e-06,9.898988475780322e-07,0.000376422,3.764217053283001e-05,4.1002734643396864e-11,6.1504101965094484e-12,2.3387721889999997e-09,2.3387721889999997e-10,3.082115625529951e-07,4.623173438294865e-08,1.758020866404e-05,1.758020866404e-06,8.464562513789354e-11,1.2696843770683864e-11,4.828137335588799e-09,4.8281373355888e-10,2.517814806617416e-05,3.776722209923794e-06,0.001436147,0.000143615,4.4507654787249954e-14,6.676148218087405e-15,2.5386908e-12,2.5386908e-13,2.0660424085464004e-19,3.0990636128195604e-20,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,2.711931869893773e-09,4.0678978048406067e-10,1.5468702004713098e-07,1.54687020047131e-08,1.6059935309251094e-13,2.4089902963876324e-14,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11670,2M-2134,2022 Q1,NATURAL GAS,Indirect Utilities,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.6992159851199907,kg/kg,MM KG/yr,Utilities,IHS PEP,0.034960799,"natural gas, high pressure",0.5254166785207839,0.078812502,0.7514368803090485,0.075143688,0.2759109989937148,0.04138665,0.394600531,0.039460053,0.1396463247526784,0.020946949,0.199718439,0.019971844,0.000381408,5.721112890572766e-05,0.000545479,5.454788422389e-05,1.3730818946994532e-12,2.0596228420491802e-13,1.963744999999996e-12,1.9637449999999962e-13,2.539943508105724e-06,3.809915262158585e-07,3.632559269465e-06,3.632559269465e-07,2.7281624493572736e-10,4.092243674035911e-11,3.901744964954e-10,3.901744964954e-11,0.004505273,0.000675791,0.006443321,0.000644332,2.241997249800076e-12,3.362995874700115e-13,3.2064445e-12,3.2064445000000013e-13,2.4093567634081e-18,3.614035145112149e-19,3.4457976e-18,3.4457976000000003e-19,0,0,0,0,3.5502799420088404e-09,5.325419913013258e-10,5.077515413781031e-09,5.07751541378103e-10,-1.45E-11,-2.17E-12,-2.07E-11,-2.07E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11664,2M-2134,2022 Q1,ALUMINA,Raw Material,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0,kg/kg,MM KG/yr,Recipe,IHS PEP,0,"sodium aluminate, powder",0,0,3.5834181584625227,0.3583418158462523,0,0,3.183709812768102,0.3183709812768102,0,0,2.9462370693689004,0.294623707,0,0,0.003891213,0.000389121,0,0,8.21843929e-09,8.21843929e-10,0,0,5.1881575029e-05,5.1881575029e-06,0,0,7.4952840529913e-08,7.4952840529913e-09,0,0,0.006926801,0.00069268,0,0,1.6612482e-10,1.6612482000000003e-11,0,0,4.0748222e-16,4.0748222000000005e-17,0,0,0,0,0,0,1.212177716296736e-07,1.2121777162967362e-08,0,0,1.0742011e-09,1.0742011e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11665,2M-2134,2022 Q1,CATALYST,Raw Material,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,,,MM KG/yr,Recipe,IHS PEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11666,2M-2134,2022 Q1,MAGNESIUM OXIDE,Raw Material,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.003241206,kg/kg,MM KG/yr,Recipe,IHS PEP,0.00016206,magnesium oxide,0.003906474,0.000585971,1.2052533147373836,0.1205253314737383,0.0037513,0.000562695,1.1573776774786106,0.115737768,0.003634736,0.00054521,1.121414745,0.112141475,1.6821017528231478e-05,2.52315262923454e-06,0.00518974,0.000518974,3.1072145103089935e-12,4.660821765463154e-13,9.586599807e-10,9.586599807e-11,3.188882808414218e-08,4.7833242126209825e-09,9.83856866472e-06,9.83856866472e-07,9.949288941094567e-12,1.492393341164078e-12,3.0696255802757403e-09,3.0696255802757405e-10,1.2575219773891526e-06,1.88628296608388e-07,0.00038798,3.879796488379885e-05,6.548590356783814e-14,9.82288553517501e-15,2.0204178e-11,2.0204178e-12,6.288700409547635e-19,9.433050614320777e-20,1.9402347e-16,1.9402347000000004e-17,0,0,0,0,1.093443924397075e-10,1.6401658865954943e-11,3.373571177597233e-08,3.373571177597233e-09,1.687213040200977e-13,2.5308195603012835e-14,5.20551e-11,5.20551e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11667,2M-2134,2022 Q1,WOOD CHIPS,Raw Material,METHANOL FROM BIOMASS PROCESS,2021,Germany,METHANOL,0.051507538,kg/kg,MM KG/yr,Recipe,IHS PEP,0.002575377,"wood chips, dry, measured as dry mass",0.030441103,0.004566165,0.5910028687468701,0.059100287,0.02991186,0.004486779,0.580727817,0.058072782,0.029108637,0.004366296,0.565133541,0.056513354,4.917934432292807e-05,7.376901648436102e-06,0.000954799,9.54798977586e-05,1.5190259871859353e-12,2.2785389807788975e-13,2.94913338e-11,2.94913338e-12,1.2417795610927431e-06,1.8626693416391105e-07,2.410869586902e-05,2.410869586902e-06,6.348374097037533e-09,9.522561145556276e-10,1.2325136051809409e-07,1.2325136051809409e-08,5.007007453164655e-06,7.510511179746964e-07,9.720921787119636e-05,9.720921787119638e-06,1.3586601118090502e-12,2.0379901677135705e-13,2.6377889e-11,2.6377889e-12,1.1991899422110596e-17,1.7987849133165853e-18,2.3281834e-16,2.3281834e-17,0,0,0,0,-8.31E-11,-1.25E-11,-1.61E-09,-1.61E-10,3.755552201005039e-12,5.633328301507544e-13,7.2912672e-11,7.291267200000001e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10963,2M-2044,2021 Q3,OXYGEN (95 MOLE %),By-Product,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,-1.88,kg/kg,MM KG/yr,Recipe,IHS PEP,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2M-2044,2021 Q3,AMMONIA,Direct Process,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,1,kg/kg,MM KG/yr,Chemical,IHS PEP,0,,0.8625099229087987,0.008625099,,,0.8625099229087987,0.008625099,,,0.8625099229087987,0.008625099,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,2M-2044,2021 Q3,COOLING WATER,Direct Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,342.1614213,kg/kg,MM KG/yr,Utilities,IHS PEP,17.10807106,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,2M-2044,2021 Q3,ELECTRICITY,Direct Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,10.52045915,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.526022958,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,2M-2044,2021 Q3,PROCESS WATER,Direct Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,2.071328409,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1035664204404495,PROCESS WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10965,2M-2044,2021 Q3,COOLING WATER,Indirect Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,342.1614213,kg/kg,MM KG/yr,Utilities,IHS PEP,17.10807106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,2M-2044,2021 Q3,ELECTRICITY,Indirect Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,10.52045915,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.526022958,"electricity, medium voltage",6.995148265406296,1.0492722398109438,0.6649090277047398,0.066490903,6.154902108249097,0.9232353162373635,0.5850412058672869,0.058504121,5.603132548003202,0.8404698822004794,0.5325939169892919,0.053259392,0.003960129,0.000594019,0.000376422,3.764217053283001e-05,2.46049572789508e-08,3.690743591842619e-09,2.3387721889999997e-09,2.3387721889999997e-10,0.000184952,2.774278006863273e-05,1.758020866404e-05,1.758020866404e-06,5.079422161671247e-08,7.619133242506872e-09,4.828137335588799e-09,4.8281373355888e-10,0.015108925,0.002266339,0.001436147,0.000143615,2.6708192859593404e-11,4.006228928939011e-12,2.5386908e-12,2.5386908e-13,1.239792556298957e-16,1.859688834448436e-17,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,1.627378475667287e-06,2.441067713500931e-07,1.5468702004713098e-07,1.54687020047131e-08,9.637260188217048e-11,1.4455890282325576e-11,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,2M-2044,2021 Q3,PROCESS WATER,Indirect Utilities,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,2.071328409,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1035664204404495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,2M-2044,2021 Q3,CATALYST AND CHEMICALS,Raw Material,"AMMONIA, GREEN PRODUCTION",2020,Germany,AMMONIA,,,MM KG/yr,Recipe,IHS PEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2M-1599,2021 Q3,COOLING WATER,Direct Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,403.0828451,kg/kg,MM KG/yr,Utilities,IHS PEP,20.15414225331876,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,2M-1599,2021 Q3,ELECTRICITY,Direct Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,2.0835447474568403,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.104177237,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
