Column1,Code,Data Version,Source/Object,Type,Target/Process,Research Year,Country/Reg,Product,Value,Value unit,Capacity unit,MeasType,Provenance,Value_sigma,ei_match,ei_CO2e_20a_cradle-to-gate,ei_CO2e_20a_cradle-to-gate_sigma,ei_CO2e_20a_conv_factor,ei_CO2e_20a_conv_factor_sigma,ei_CO2e_100a_cradle-to-gate,ei_CO2e_100a_cradle-to-gate_sigma,ei_CO2e_100a_conv_factor,ei_CO2e_100a_conv_factor_sigma,ei_Carbon dioxide_cradle-to-gate,ei_Carbon dioxide_cradle-to-gate_sigma,ei_Carbon dioxide_conv_factor,ei_Carbon dioxide_conv_factor_sigma,ei_Carbon monoxide_cradle-to-gate,ei_Carbon monoxide_cradle-to-gate_sigma,ei_Carbon monoxide_conv_factor,ei_Carbon monoxide_conv_factor_sigma,ei_Chloroform_cradle-to-gate,ei_Chloroform_cradle-to-gate_sigma,ei_Chloroform_conv_factor,ei_Chloroform_conv_factor_sigma,ei_Dinitrogen monoxide_cradle-to-gate,ei_Dinitrogen monoxide_cradle-to-gate_sigma,ei_Dinitrogen monoxide_conv_factor,ei_Dinitrogen monoxide_conv_factor_sigma,ei_Ethane_cradle-to-gate,ei_Ethane_cradle-to-gate_sigma,ei_Ethane_conv_factor,ei_Ethane_conv_factor_sigma,ei_Methane_cradle-to-gate,ei_Methane_cradle-to-gate_sigma,ei_Methane_conv_factor,ei_Methane_conv_factor_sigma,ei_Nitric oxide_cradle-to-gate,ei_Nitric oxide_cradle-to-gate_sigma,ei_Nitric oxide_conv_factor,ei_Nitric oxide_conv_factor_sigma,ei_Nitrogen fluoride_cradle-to-gate,ei_Nitrogen fluoride_cradle-to-gate_sigma,ei_Nitrogen fluoride_conv_factor,ei_Nitrogen fluoride_conv_factor_sigma,ei_Perfluoropentane_cradle-to-gate,ei_Perfluoropentane_cradle-to-gate_sigma,ei_Perfluoropentane_conv_factor,ei_Perfluoropentane_conv_factor_sigma,ei_Sulfur hexafluoride_cradle-to-gate,ei_Sulfur hexafluoride_cradle-to-gate_sigma,ei_Sulfur hexafluoride_conv_factor,ei_Sulfur hexafluoride_conv_factor_sigma,ei_Other_cradle-to-gate,ei_Other_cradle-to-gate_sigma,ei_Other_conv_factor,ei_Other_conv_factor_sigma,cm_match,cm_CO2e_20a_cradle-to-gate,cm_CO2e_20a_cradle-to-gate_sigma,cm_CO2e_20a_conv_factor,cm_CO2e_20a_conv_factor_sigma,cm_CO2e_100a_cradle-to-gate,cm_CO2e_100a_cradle-to-gate_sigma,cm_CO2e_100a_conv_factor,cm_CO2e_100a_conv_factor_sigma,cm_Carbon dioxide_cradle-to-gate,cm_Carbon dioxide_cradle-to-gate_sigma,cm_Carbon dioxide_conv_factor,cm_Carbon dioxide_conv_factor_sigma,cm_Carbon monoxide_cradle-to-gate,cm_Carbon monoxide_cradle-to-gate_sigma,cm_Carbon monoxide_conv_factor,cm_Carbon monoxide_conv_factor_sigma,cm_Chloroform_cradle-to-gate,cm_Chloroform_cradle-to-gate_sigma,cm_Chloroform_conv_factor,cm_Chloroform_conv_factor_sigma,cm_Dinitrogen monoxide_cradle-to-gate,cm_Dinitrogen monoxide_cradle-to-gate_sigma,cm_Dinitrogen monoxide_conv_factor,cm_Dinitrogen monoxide_conv_factor_sigma,cm_Ethane_cradle-to-gate,cm_Ethane_cradle-to-gate_sigma,cm_Ethane_conv_factor,cm_Ethane_conv_factor_sigma,cm_Methane_cradle-to-gate,cm_Methane_cradle-to-gate_sigma,cm_Methane_conv_factor,cm_Methane_conv_factor_sigma,cm_Nitric oxide_cradle-to-gate,cm_Nitric oxide_cradle-to-gate_sigma,cm_Nitric oxide_conv_factor,cm_Nitric oxide_conv_factor_sigma,cm_Nitrogen fluoride_cradle-to-gate,cm_Nitrogen fluoride_cradle-to-gate_sigma,cm_Nitrogen fluoride_conv_factor,cm_Nitrogen fluoride_conv_factor_sigma,cm_Perfluoropentane_cradle-to-gate,cm_Perfluoropentane_cradle-to-gate_sigma,cm_Perfluoropentane_conv_factor,cm_Perfluoropentane_conv_factor_sigma,cm_Sulfur hexafluoride_cradle-to-gate,cm_Sulfur hexafluoride_cradle-to-gate_sigma,cm_Sulfur hexafluoride_conv_factor,cm_Sulfur hexafluoride_conv_factor_sigma,cm_Other_cradle-to-gate,cm_Other_cradle-to-gate_sigma,cm_Other_conv_factor,cm_Other_conv_factor_sigma
2372,2M-1599,2021 Q3,NATURAL GAS,Direct Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,0.1093323773103891,kg/kg,MM KG/yr,Utilities,IHS PEP,0.005466619,NATURAL GAS,0.2951974187380506,0.025693109,2.7,0.1,0.2951974187380506,0.025693109,2.7,0.1,0.2951974187380506,0.025693109,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,2M-1599,2021 Q3,PROCESS WATER,Direct Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,9.680664602,kg/kg,MM KG/yr,Utilities,IHS PEP,0.4840332301004095,PROCESS WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2M-1599,2021 Q3,STEAM,Direct Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,10.227,kg/kg,MM KG/yr,Utilities,IHS PEP,0.5113500000000001,STEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,2M-1599,2021 Q3,COOLING WATER,Indirect Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,403.0828451,kg/kg,MM KG/yr,Utilities,IHS PEP,20.15414225331876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,2M-1599,2021 Q3,ELECTRICITY,Indirect Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,2.0835447474568403,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.104177237,"electricity, medium voltage",1.3853677122108452,0.2078051568316266,0.6649090277047398,0.066490903,1.2189595315306017,0.18284393,0.5850412058672869,0.058504121,1.1096832582705036,0.1664524887405753,0.5325939169892919,0.053259392,0.000784291,0.000117644,0.000376422,3.764217053283001e-05,4.872936509889086e-09,7.309404764833627e-10,2.3387721889999997e-09,2.3387721889999997e-10,3.662915142115578e-05,5.494372713173366e-06,1.758020866404e-05,1.758020866404e-06,1.0059640185566309e-08,1.5089460278349463e-09,4.828137335588799e-09,4.8281373355888e-10,0.002992276,0.000448841,0.001436147,0.000143615,5.289475881757004e-12,7.934213822635508e-13,2.5386908e-12,2.5386908e-13,2.4553712261253416e-17,3.683056839188013e-18,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,3.222973281189507e-07,4.83445992178426e-08,1.5468702004713098e-07,1.54687020047131e-08,1.9086298949455424e-11,2.862944842418314e-12,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,2M-1599,2021 Q3,NATURAL GAS,Indirect Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,0.1093323773103891,kg/kg,MM KG/yr,Utilities,IHS PEP,0.005466619,"natural gas, high pressure",0.082156381,0.012323457,0.7514368803090485,0.075143688,0.043142614,0.006471392,0.394600531,0.039460053,0.021835692,0.003275354,0.199718439,0.019971844,5.9638498594497626e-05,8.945774789174616e-06,0.000545479,5.454788422389e-05,2.1470090928138965e-13,3.2205136392208333e-14,1.963744999999996e-12,1.9637449999999962e-13,3.971563406514988e-07,5.957345109772464e-08,3.632559269465e-06,3.632559269465e-07,4.265870526772616e-11,6.398805790158904e-12,3.901744964954e-10,3.901744964954e-11,0.000704464,0.00010567,0.006443321,0.000644332,3.505681998988219e-13,5.2585229984823124e-14,3.2064445e-12,3.2064445000000013e-13,3.7673724333843322e-19,5.651058650076481e-20,3.4457976e-18,3.4457976000000003e-19,0,0,0,0,5.55136831018824e-10,8.327052465282333e-11,5.077515413781031e-09,5.07751541378103e-10,-2.26E-12,-3.40E-13,-2.07E-11,-2.07E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,2M-1599,2021 Q3,PROCESS WATER,Indirect Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,9.680664602,kg/kg,MM KG/yr,Utilities,IHS PEP,0.4840332301004095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,2M-1599,2021 Q3,STEAM,Indirect Utilities,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,10.227,kg/kg,MM KG/yr,Utilities,IHS PEP,0.5113500000000001,"steam, in chemical industry",3.2207479298546864,0.4831121894782025,0.3149259733895264,0.031492597,2.9423806706252016,0.4413571005937798,0.2877071155397674,0.028770712,2.7827766705805645,0.4174165005870839,0.2721009749272088,0.027210097,0.001597649,0.000239647,0.000156219,1.5621871312179997e-05,3.352946883426e-10,5.029420325139001e-11,3.27852438e-11,3.27852438e-12,2.3633777792264303e-05,3.5450666688396463e-06,2.310919897552e-06,2.3109198975520002e-07,2.1493488815368066e-08,3.22402332230521e-09,2.1016416168346598e-09,2.10164161683466e-10,0.00491324,0.000736986,0.000480418,4.804184542818481e-05,1.6581424748700002e-10,2.4872137123050008e-11,1.6213381e-11,1.621338100000001e-12,1.7915257701600002e-17,2.68728865524e-18,1.7517608e-18,1.7517608e-19,0,0,0,0,3.605591753214981e-08,5.4083876298224715e-09,3.525561507005945e-09,3.5255615070059456e-10,4.21297102611e-10,6.319456539165001e-11,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,2M-1599,2021 Q3,CATALYST AND CHEMICALS,Raw Material,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,,,MM KG/yr,Recipe,IHS PEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,2M-1599,2021 Q3,GLUCOSE,Raw Material,"BIO-BASED 1,3-BUTADIENE PRODUCTION BY AN INDIRECT ROUTE VIA 1,3-BUTANEDIOL SIMILAR TO GENOMATICA PROCESS",2014,Germany,BUTADIENE,4.556,kg/kg,MM KG/yr,Recipe,IHS PEP,0.2278,glucose,7.658842751430927,1.1488264127146393,1.681045380033127,0.1681045380033127,6.534259769750322,0.9801389654625482,1.4342097826493243,0.1434209782649324,5.312578741665995,0.7968868112498994,1.166062059,0.116606206,0.010713071,0.001606961,0.00235142,0.000235142,4.7023573116692e-07,7.0535359675038e-08,1.0321240807e-07,1.0321240807e-08,0.002205004,0.000330751,0.000483978,4.839780674632e-05,5.487234459421251e-07,8.230851689131877e-08,1.20439737915304e-07,1.20439737915304e-08,0.019578276,0.002936741,0.004297251,0.000429725,2.1752651613999999e-10,3.2628977421e-11,4.7745065e-11,4.7745065000000004e-12,3.5463252036400005e-15,5.31948780546e-16,7.783856900000001e-16,7.7838569e-17,0,0,0,0,5.775659110230787e-07,8.663488665346182e-08,1.26770393113055e-07,1.2677039311305502e-08,2.86504096448e-09,4.2975614467200005e-10,6.2885008e-10,6.2885008e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,2M-1489,2022 Q1,ETHYLENE,By-Product,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",-0.0485,kg/kg,MM KG/yr,Recipe,IHS PEP,0.002425,ethylene,-0.099105458,-0.004955273,2.043411501234249,0.2043411501234249,-0.070351659,-0.003517583,1.4505496723118871,0.1450549672311887,-0.054682201,-0.00273411,1.1274680664904886,0.1127468066490488,-9.23E-05,-4.61E-06,0.001902222,0.000190222,-1.86E-13,-9.32E-15,3.84276578e-12,3.84276578e-13,-3.34E-09,-1.67E-10,6.87902350314e-08,6.879023503140001e-09,5.617391783351469e-12,2.8086958916757345e-13,-1.16E-10,-1.16E-11,-0.000515056,-2.58E-05,0.010619702,0.00106197,-1.90E-14,-9.52E-16,3.9258789e-13,3.9258789000000005e-14,-3.68E-20,-1.84E-21,7.5923949e-19,7.592394900000002e-20,0,0,0,0,2.0372641292306085e-12,1.0186320646153045e-13,-4.20E-11,-4.20E-12,-7.13E-14,-3.56E-15,1.470036e-12,1.4700360000000001e-13,ethylene; production mix,-0.094182169,-0.004709108,1.9419003995640367,0.1941900399564037,-0.078026439,-0.003901322,1.6087925471595217,0.1608792547159521,-0.068838174,-0.003441909,1.4193437988798874,0.1419343798879886,-4.87E-05,-2.44E-06,0.001004665,0.000100467,-2.28E-10,-1.14E-11,4.6958945848631405e-09,4.695894584863141e-10,-1.45E-06,-7.27E-08,2.997053780599335e-05,2.9970537805993352e-06,-8.38E-10,-4.19E-11,1.7278321007988104e-08,1.7278321007988107e-09,-0.00028975,-1.45E-05,0.005974229,0.000597423,0,0,0,0,-1.30E-15,-6.50E-17,2.6789692357504745e-14,2.6789692357504745e-15,0,0,0,0,-1.92E-09,-9.61E-11,3.963605495557695e-08,3.963605495557695e-09,0,0,0,0
4954,2M-1489,2022 Q1,GASOLINE,By-Product,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",-0.2807112,kg/kg,MM KG/yr,Recipe,IHS PEP,0.01403556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,2M-1489,2022 Q1,LPG,By-Product,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",-0.037,kg/kg,MM KG/yr,Recipe,IHS PEP,0.00185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,2M-1489,2022 Q1,COOLING WATER,Direct Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",382.2193438,kg/kg,MM KG/yr,Utilities,IHS PEP,19.11096719,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,2M-1489,2022 Q1,ELECTRICITY,Direct Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",0.252114029,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.012605701,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,2M-1489,2022 Q1,STEAM,Direct Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",4.988,kg/kg,MM KG/yr,Utilities,IHS PEP,0.2494,STEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,2M-1489,2022 Q1,COOLING WATER,Indirect Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",382.2193438,kg/kg,MM KG/yr,Utilities,IHS PEP,19.11096719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,2M-1489,2022 Q1,ELECTRICITY,Indirect Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",0.252114029,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.012605701,"electricity, medium voltage",0.1676328940039948,0.025144934,0.6649090277047398,0.066490903,0.1474970956397816,0.022124564,0.5850412058672869,0.058504121,0.1342743983218773,0.02014116,0.5325939169892919,0.053259392,9.490119279614056e-05,1.4235178919421086e-05,0.000376422,3.764217053283001e-05,5.896372798719531e-10,8.844559198079296e-11,2.3387721889999997e-09,2.3387721889999997e-10,4.432217239883508e-06,6.648325859825261e-07,1.758020866404e-05,1.758020866404e-06,1.2172411570457576e-09,1.8258617355686367e-10,4.828137335588799e-09,4.8281373355888e-10,0.000362073,5.431091926084763e-05,0.001436147,0.000143615,6.400395663965853e-13,9.600593495948781e-14,2.5386908e-12,2.5386908e-13,2.971059458522192e-18,4.456589187783288e-19,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,3.899876788388157e-08,5.849815182582236e-09,1.5468702004713098e-07,1.54687020047131e-08,2.309489026286527e-12,3.464233539429791e-13,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,2M-1489,2022 Q1,STEAM,Indirect Utilities,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",4.988,kg/kg,MM KG/yr,Utilities,IHS PEP,0.2494,"steam, in chemical industry",1.5708507552669575,0.2356276132900434,0.3149259733895264,0.031492597,1.435083092,0.2152624638468537,0.2877071155397674,0.028770712,1.3572396629369177,0.2035859494405372,0.2721009749272088,0.027210097,0.000779219,0.000116883,0.000156219,1.5621871312179997e-05,1.635327960744e-10,2.452991941116e-11,3.27852438e-11,3.27852438e-12,1.1526868448989376e-05,1.7290302673484063e-06,2.310919897552e-06,2.3109198975520002e-07,1.0482988384771284e-08,1.5724482577156923e-09,2.1016416168346598e-09,2.10164161683466e-10,0.002396327,0.000359449,0.000480418,4.804184542818481e-05,8.087234442800001e-11,1.2130851664200004e-11,1.6213381e-11,1.621338100000001e-12,8.7377828704e-18,1.3106674305600001e-18,1.7517608e-18,1.7517608e-19,0,0,0,0,1.7585500796945658e-08,2.637825119541848e-09,3.525561507005945e-09,3.5255615070059456e-10,2.05478629884e-10,3.08217944826e-11,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,2M-1489,2022 Q1,CATALYST AND CHEMICALS,Raw Material,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",,,MM KG/yr,Recipe,IHS PEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,2M-1489,2022 Q1,METHANOL,Raw Material,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,2013,Germany,"PROPYLENE, POLYMER GRADE",3.46352201,kg/kg,MM KG/yr,Recipe,IHS PEP,0.173176101,methanol,5.221389699111458,0.7832084548667186,1.5075376116679522,0.1507537611667952,3.637012071351969,0.5455518107027952,1.0500906478186274,0.1050090647818627,2.7674775987499665,0.4151216398124947,0.7990356609992278,0.079903566,0.003229635,0.000484445,0.000932471,9.324712343671e-05,4.070564608130936e-09,6.105846912196406e-10,1.1752674289999998e-09,1.1752674289999998e-10,2.2038925722451502e-05,3.3058388583677265e-06,6.3631545167000025e-06,6.363154516700003e-07,-2.98E-08,-4.46E-09,-8.59E-09,-8.59E-10,0.028535814,0.004280372,0.008238959,0.000823896,2.46673973670295e-11,3.700109605054425e-12,7.1220559e-12,7.122055900000005e-13,-1.61E-16,-2.41E-17,-4.64E-17,-4.64E-18,0,0,0,0,5.327626551378394e-08,7.991439827067591e-09,1.5382106814380313e-08,1.538210681438031e-09,5.379829165757069e-10,8.069743748635603e-11,1.5532828e-10,1.5532828e-11,methanol; production mix,9.941306015487044,1.491195902323057,2.870288101651933,0.2870288101651933,7.366720228390601,1.1050080342585895,2.1269448286581323,0.2126944828658132,5.902239610017098,0.8853359415025648,1.7041149421755168,0.1704114942175517,0.002252971,0.000337946,0.000650486,6.504855520145e-05,6.312874631675625e-09,9.46931194751344e-10,1.822674899484135e-09,1.8226748994841352e-10,0.000247022,3.705333497875178e-05,7.132110968810444e-05,7.132110968810444e-06,1.9990322097095515e-08,2.998548314564327e-09,5.771674624450428e-09,5.771674624450425e-10,0.046697814,0.007004672,0.013482754,0.001348275,0,0,0,0,2.030106432557508e-14,3.045159648836264e-15,5.861393190572047e-15,5.861393190572047e-16,0,0,0,0,1.1559404700934045e-07,1.7339107051401068e-08,3.3374711253815993e-08,3.337471125381599e-09,0,0,0,0
5346,2M-1524,2022 Q1,FUEL GAS,By-Product,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,-0.111185468,kg/kg,MM KG/yr,Recipe,IHS PEP,0.005559273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,2M-1524,2022 Q1,COOLING WATER,Direct Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,126.0155478,kg/kg,MM KG/yr,Utilities,IHS PEP,6.300777392,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,2M-1524,2022 Q1,ELECTRICITY,Direct Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.565706165,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.028285308,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,2M-1524,2022 Q1,NATURAL GAS,Direct Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.1130385595920966,kg/kg,MM KG/yr,Utilities,IHS PEP,0.005651928,NATURAL GAS,0.3052041108986608,0.026564062,2.7,0.1,0.3052041108986608,0.026564062,2.7,0.1,0.3052041108986608,0.026564062,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,2M-1524,2022 Q1,STEAM,Direct Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,2.3,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1149999999999999,STEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,2M-1524,2022 Q1,COOLING WATER,Indirect Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,126.0155478,kg/kg,MM KG/yr,Utilities,IHS PEP,6.300777392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
