"Annual Net emissions/removals, Production and Implied emission factor "
Query results for — Party: Australia and 44 other(s) | Year: 1990 and 3 other(s) | Category: 2.B  Chemical Industry and 31 other(s) | Classification: Total for category | Type of value: Net emissions/removals and 2 other(s) | Gas: Aggregate GHGs and 8 other(s) | Unit: kt and 4 other(s)

 ,Year,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020),Last Inventory Year (2020)
European Union (KP),2.B.5.a  Silicon Carbide,0.222769176,222.76917600000002,5.5692294,,,,49.955619,49955.619,49.955619,,,,,,,55.5248484,,,,,,,,NE,NE,,,,,,,,,,,,,,0.154435538,154.435538,3.8608884500000005,,,,34.590255,34590.255,34.590255,,,,,,,38.45114345,,,,,,,,NE,NE,,,,,,,,,,,,,,0.583587886,583.587886,14.58969715,,,,26.415609,26415.609,26.415609,,,,,,,41.00530615,,,,,,,,NE,NE,,,,,,,,,,,,,,0.3404760814,340.4760814,8.511902035,,,,24.83125,24831.25,24.83125,,,,,,,33.343152035,,,,,,,,NE,NE,,,,,,,,,,,,,
European Union (KP),2.B.5.b  Calcium Carbide,"NA,NO","NA,NO","NA,NO",,,,1748.6659573811976,1748665.9573811975,1748.6659573811976,,,,,,,1748.6659573811974,,,,,,,,NE,"NO,NA",,,,,,,,,,,,,,"NA,NO","NA,NO","NA,NO",,,,611.932726937793,611932.726937793,611.932726937793,,,,,,,611.932726937793,,,,,,,,NE,"NO,NA",,,,,,,,,,,,,,"NA,NO","NA,NO","NA,NO",,,,382.3433445763345,382343.3445763345,382.3433445763345,,,,,,,382.3433445763346,,,,,,,,NE,"NO,NA",,,,,,,,,,,,,,"NA,NO","NA,NO","NA,NO",,,,191.6936836941739,191693.6836941739,191.6936836941739,,,,,,,191.69368369417393,,,,,,,,NE,"NO,NA",,,,,,,,,,,,,
European Union (KP),2.B.6  Titanium Dioxide Production,,,,,,,126.16701531077784,126167.01531077785,126.16701531077784,,,,,,,126.16701531077784,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,183.08416260427185,183084.16260427184,183.08416260427185,,,,,,,183.08416260427185,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,165.05395350483815,165053.95350483814,165.05395350483815,,,,,,,165.05395350483815,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,251.452694681345,251452.69468134502,251.452694681345,,,,,,,251.452694681345,,,,,,,,NE,,,,,,,,,,,,,,
European Union (KP),2.B.7  Soda Ash Production,,,,,,,2242.1277049730297,2242127.70497303,2242.1277049730297,,,,,,,2242.1277049730297,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,2056.4763629661124,2056476.3629661126,2056.4763629661124,,,,,,,2056.4763629661124,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,2142.053179106643,2142053.179106643,2142.053179106643,,,,,,,2142.053179106643,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,1724.8058869554234,1724805.8869554233,1724.8058869554234,,,,,,,1724.8058869554234,,,,,,,,NE,,,,,,,,,,,,,,
European Union (KP),2.B.8  Petrochemical and Carbon Black Production,40.14808631490451,40148.08631490451,1003.7021578726128,,,,14806.703505143394,14806703.505143395,14806.703505143394,,,,,,,15810.405663016008,,,,51.57871762461209,51578.71762461209,25.33370168465574,25333.701684655738,,,,,,,,,,,,,,,,47.44837810833865,47448.37810833865,1186.2094527084662,,,,18324.66587631886,18324665.87631886,18324.66587631886,,,,,,,19510.875329027323,,,,53.64380589652387,53643.805896523874,10.43022175639026,10430.22175639026,,,,,,,,,,,,,,,,45.62943918724887,45629.43918724887,1140.7359796812218,,,,16562.143637158373,16562143.637158373,16562.143637158373,,,,,,,17702.879616839597,,,,20.01965849021545,20019.65849021545,6.78396733619368,6783.967336193679,,,,,,,,,,,,,,,,45.73787672741444,45737.87672741444,1143.446918185361,,,,14501.124568703575,14501124.568703575,14501.124568703575,,,,,,,15644.571486888935,,,,14.48080292479978,14480.80292479978,4.70815951604836,4708.159516048359,,,,,,,,,,,,,,,
European Union (KP),2.B.8.a  Methanol,1.2695068,1269.5068,31.73767,,,,754.4982314327992,754498.2314327992,754.4982314327992,,,,,,,786.2359014327992,,,,,,,,NE,NE,,,,,,,,,,,,,,1.1018120059,1101.8120059,27.5453001475,,,,457.96398211299214,457963.98211299215,457.96398211299214,,,,,,,485.5092822604921,,,,,,,,NE,NE,,,,,,,,,,,,,,0.6332188926,633.2188926,15.830472315,,,,115.44283222840068,115442.83222840067,115.44283222840068,,,,,,,131.27330454340068,,,,,,,,NE,NE,,,,,,,,,,,,,,"IE,NA,NO","IE,NA,NO","IE,NA,NO",,,,"IE,NA,NO","IE,NA,NO","IE,NA,NO",,,,,,,"IE,NA,NO",,,,,,,,"NO,IE,NA","NO,IE,NA",,,,,,,,,,,,,
European Union (KP),2.B.8.b  Ethylene,11.1193186852,11119.3186852,277.98296713,,,,6741.955957677261,6741955.957677261,6741.955957677261,,,,,,,7019.938924807261,,,,,,,,NE,NE,,,,,,,,,,,,,,12.016579327,12016.579327000001,300.414483175,,,,9948.251335114379,9948251.335114378,9948.251335114379,,,,,,,10248.665818289379,,,,,,,,NE,NE,,,,,,,,,,,,,,12.19338683606143,12193.38683606143,304.83467090153573,,,,9809.460759847025,9809460.759847024,9809.460759847025,,,,,,,10114.29543074856,,,,,,,,NE,NE,,,,,,,,,,,,,,11.384198083,11384.198083,284.60495207499997,,,,9116.1766269179,9116176.6269179,9116.1766269179,,,,,,,9400.7815789929,,,,,,,,NE,NE,,,,,,,,,,,,,
European Union (KP),2.B.8.c  Ethylene Dichloride and Vinyl Chloride Monomer,0.02603881157533,26.03881157533,0.6509702893832501,,,,204.69224140980873,204692.24140980872,204.69224140980873,,,,,,,205.34321169919198,,,,,,,,NE,NE,,,,,,,,,,,,,,0.02752675653818,27.52675653818,0.6881689134545,,,,249.48408394543046,249484.08394543047,249.48408394543046,,,,,,,250.17225285888497,,,,,,,,NE,NE,,,,,,,,,,,,,,0.01263225639972,12.63225639972,0.31580640999299997,,,,235.22343518283776,235223.43518283777,235.22343518283776,,,,,,,235.53924159283076,,,,,,,,NE,NE,,,,,,,,,,,,,,0.0087661653216,8.766165321599999,0.21915413303999998,,,,258.88556332305956,258885.56332305956,258.88556332305956,,,,,,,259.10471745609954,,,,,,,,NE,NE,,,,,,,,,,,,,
European Union (KP),2.B.8.d  Ethylene Oxide,0.93934711,939.34711,23.483677750000002,,,,169.096425,169096.42500000002,169.096425,,,,,,,192.58010275,,,,,,,,NE,NE,,,,,,,,,,,,,,0.43359195,433.59195,10.83979875,,,,201.683201,201683.201,201.683201,,,,,,,212.52299975,,,,,,,,NE,NE,,,,,,,,,,,,,,0.1093333,109.3333,2.7333325,,,,49.71701,49717.01,49.71701,,,,,,,52.4503425,,,,,,,,NE,NE,,,,,,,,,,,,,,0.094403594,94.403594,2.36008985,,,,44.256747,44256.746999999996,44.256747,,,,,,,46.61683685,,,,,,,,NE,NE,,,,,,,,,,,,,
European Union (KP),2.B.8.e  Acrylonitrile,0.07147908,71.47908,1.786977,,,,138.426,138426,138.426,,,,,,,140.212977,,,,,,,,NE,NE,,,,,,,,,,,,,,0.04185014,41.85014,1.0462535,,,,204.886,204886,204.886,,,,,,,205.9322535,,,,,,,,NE,NE,,,,,,,,,,,,,,0.005,5,0.125,,,,"IE,NO","IE,NO","IE,NO",,,,,,,0.125,,,,,,,,"NO,IE,NA",NE,,,,,,,,,,,,,,0.005,5,0.125,,,,"IE,NO","IE,NO","IE,NO",,,,,,,0.125,,,,,,,,"NO,IE,NA",NE,,,,,,,,,,,,,
European Union (KP),2.B.8.f  Carbon Black,1.88149563638016,1881.49563638016,47.037390909504,,,,2471.9744354764434,2471974.4354764433,2471.9744354764434,,,,,,,2519.011826385947,,,,,,,,NE,NE,,,,,,,,,,,,,,0.06307361568711,63.07361568710999,1.5768403921777498,,,,2591.8462874051193,2591846.2874051193,2591.8462874051193,,,,,,,2593.423127797297,,,,,,,,NE,NE,,,,,,,,,,,,,,0.04654766436,46.54766436,1.163691609,,,,2017.252560560079,2017252.560560079,2017.252560560079,,,,,,,2018.416252169079,,,,,,,,NE,NE,,,,,,,,,,,,,,0.03187197221832,31.87197221832,0.796799305458,,,,1580.839562167145,1580839.562167145,1580.839562167145,,,,,,,1581.636361472603,,,,,,,,NE,NE,,,,,,,,,,,,,
European Union (KP),2.B.8.g  Other,24.84090019174902,24840.90019174902,621.0225047937255,,,,4326.060214147083,4326060.2141470825,4326.060214147083,,,,,,,4947.082718940808,,,,,,,,,,,,,,,,,,,,,,,33.76394431321336,33763.94431321336,844.098607830334,,,,4670.550986740938,4670550.986740938,4670.550986740938,,,,,,,5514.649594571272,,,,,,,,,,,,,,,,,,,,,,,32.62932023782772,32629.32023782772,815.733005945693,,,,4335.04703934003,4335047.03934003,4335.04703934003,,,,,,,5150.780045285723,,,,,,,,,,,,,,,,,,,,,,,34.21363691287452,34213.63691287452,855.340922821863,,,,3500.96606929547,3500966.0692954697,3500.96606929547,,,,,,,4356.306992117333,,,,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9  Fluorochemical Production,,,,80.945,0.08094499999999999,1845.5459999999998,,,,,,,NO,NO,NO,40777.87565838791,42.854,0.042854,392.54264,,,,,,,,,,,,,,,,,,,,,,,15.00000001,0.015000000010000002,342.00000022800003,,,,,,,NO,NO,NO,24011.80771088307,26.4880167595347,0.0264880167595347,242.63023351733784,,,,,,,,,,,,,,,,,,,,,,,3.7845,0.0037845,86.2866,,,,,,,"NO,NA","NO,NA","NO,NA",4431.875526112472,0.00289219410067,0.00000289219410067,0.0264924979621372,,,,,,,,,,,,,,,,,,,,,,,0.15673258918269,0.00015673258918269,3.5735030333653324,,,,,,,0.44010679277508,0.00044010679277508,7.569836835731376,1731.3807396004515,0.00681143087375,0.00000681143087375,0.06239270680355,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9.a  By-Product Emissions,,,,65.245,0.06524500000000001,1487.5860000000002,,,,,,,,,,36381.01148174723,4.477,0.004477,41.00932,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,22286.925797825006,"NO,NA","NO,NA","NO,NA",,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,2744.78778369928,"NO,NA","NO,NA","NO,NA",,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,671.4764496524621,"NO,NA","NO,NA","NO,NA",,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9.a.i  Production of HCFC-22,,,,,,,,,,,,,,,,27504.90015138243,"NA,NO","NA,NO","NA,NO",,,,,,,,"C,NO","C,NO","C,NO","NO,NA",,,,,,,,,,,,,,,,,,,,,,,,20503.351836083566,"NA,NO","NA,NO","NA,NO",,,,,,,,"C,NO","C,NO","C,NO","NO,NA",,,,,,,,,,,,,,,,,,,,,,,,2508.589470282,"NA,NO","NA,NO","NA,NO",,,,,,,,"C,NO","C,NO","C,NO","NO,NA",,,,,,,,,,,,,,,,,,,,,,,,565.32790508,"NA,NO","NA,NO","NA,NO",,,,,,,,"C,NO","C,NO","C,NO","NO,NA",,,,,,,,
European Union (KP),2.B.9.a.ii  Other,,,,65.245,0.06524500000000001,1487.5860000000002,,,,,,,,,,8876.111330364802,4.477,0.004477,41.00932,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,1783.5739617414404,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,236.19831341728,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,106.1485445724621,NO,NO,NO,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9.b  Fugitive Emissions,,,,15.7,0.0157,357.96,,,,,,,NO,NO,NO,4396.864176640682,38.377,0.038377,351.53332,,,,,,,,,,,,,,,,,,,,,,,15.00000001,0.015000000010000002,342.00000022800003,,,,,,,NO,NO,NO,1724.8819130580669,26.4880167595347,0.0264880167595347,242.63023351733784,,,,,,,,,,,,,,,,,,,,,,,3.7845,0.0037845,86.2866,,,,,,,"NO,NA","NO,NA","NO,NA",1687.0877424131909,0.00289219410067,0.00000289219410067,0.0264924979621372,,,,,,,,,,,,,,,,,,,,,,,0.15673258918269,0.00015673258918269,3.5735030333653324,,,,,,,0.44010679277508,0.00044010679277508,7.569836835731376,1059.9042899479896,0.00681143087375,0.00000681143087375,0.06239270680355,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9.b.i  Production of HFC-134a,,,,,,,,,,,,,,,,"IE,NA,NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IE,NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IE,NO",,,,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.9.b.ii  Production of SF₆,,,,10,0.01,228,,,,,,,,,,228,,,,,,,,,,,,,,,,11.02535832414553,907,0.907,20679.600000000002,,,,,,,9.00000001,0.009000000010000002,205.20000022800002,,,,,,,,,,205.200000228,,,,,,,,,,,,,,,,18.98734179324895,474,0.47400000000000003,10807.2,,,,,,,3.7845,0.0037845,86.2866,,,,,,,,,,86.2866,,,,,,,,,,,,,,,,"C,NO","C,NO","C,NO","C,NO",,,,,,,0.0391306,0.0000391306,0.8921776800000001,,,,,,,,,,0.89217768,,,,,,,,,,,,,,,,"C,NO","C,NO","C,NO","C,NO",,,
European Union (KP),2.B.9.b.iii  Other,,,,5.7,0.0057,129.96,,,,,,,NO,NO,NO,4168.864176640682,38.377,0.038377,351.53332,,,,,,,,,,,,,,,,,,,,,,,6,0.006,136.8,,,,,,,NO,NO,NO,1502.5219128300666,26.4880167595347,0.0264880167595347,242.63023351733784,,,,,,,,,,,,,,,,,,,,,,,"NO,NA","NO,NA","NO,NA",,,,,,,"NO,NA","NO,NA","NO,NA",1600.801142413191,0.00289219410067,0.00000289219410067,0.0264924979621372,,,,,,,,,,,,,,,,,,,,,,,0.11760198918269,0.00011760198918269001,2.6813253533653323,,,,,,,0.44010679277508,0.00044010679277508,7.569836835731376,1059.0121122679896,0.00681143087375,0.00000681143087375,0.06239270680355,,,,,,,,,,,,,,,,,,,
European Union (KP),2.B.10  Other,14.13573260124993,14135.73260124993,353.3933150312483,"NA,NO","NA,NO","NA,NO",6931.089707268695,6931089.707268694,6931.089707268695,2.93735980731745,2937.35980731745,875.3332225806001,"NA,NO","NA,NO","NA,NO",8159.816244880543,"NA,NO","NA,NO","NA,NO",158.53550976974057,158535.50976974057,17.60309635508208,17603.09635508208,,,,,,,,,,,,,,,,11.15579311572187,11155.79311572187,278.89482789304674,"NA,NO","NA,NO","NA,NO",8351.414017867764,8351414.017867764,8351.414017867764,3.53377451276001,3533.77451276001,1053.064804802483,"NA,NO","NA,NO","NA,NO",9683.373650563293,"NA,NO","NA,NO","NA,NO",157.27721182459328,157277.21182459328,15.79974407096966,15799.74407096966,,,,,,,,,,,,,,,,10.38297880179776,10382.97880179776,259.574470044944,"NA,NO","NA,NO","NA,NO",10239.056304557456,10239056.304557456,10239.056304557456,2.92741500131394,2927.41500131394,872.3696703915541,"NA,NO","NA,NO","NA,NO",11371.000444993952,"NA,NO","NA,NO","NA,NO",86.19193292277927,86191.93292277928,12.64962466233978,12649.62466233978,,,,,,,,,,,,,,,,6.94604864383732,6946.04864383732,173.651216095933,"NA,NO","NA,NO","NA,NO",12042.785520496174,12042785.520496175,12042.785520496174,1.82901130676836,1829.01130676836,545.0453694169713,"NA,NO","NA,NO","NA,NO",12761.482106009078,"NA,NO","NA,NO","NA,NO",82.2303365535756,82230.3365535756,12.52028003145607,12520.28003145607,,,,,,,,,,,,,,,
Finland,2.B  Chemical Industry,0.184,184,4.6,NO,NO,NO,270.230630498166,270230.630498166,270.230630498166,5.34105,5341.05,1591.6329,NO,NO,NO,1866.463530498166,NO,NO,NO,NO,NO,1.43563049,1435.63049,,,,,,,,,,,,,,,,0.099,99,2.475,NO,NO,NO,268.11689512270976,268116.89512270974,268.11689512270976,4.39854004935622,4398.54004935622,1310.7649347081535,NO,NO,NO,1581.3568298308633,NO,NO,NO,NO,NO,0.97633466,976.33466,,,,,,,,,,,,,,,,0.096,96,2.4,NO,NO,NO,856.1878564481029,856187.856448103,856.1878564481029,0.53736,537.3599999999999,160.13327999999998,NO,NO,NO,1018.7211364481029,NO,NO,NO,NO,NO,1.07390806,1073.90806,,,,,,,,,,,,,,,,0.045,45,1.125,NO,NO,NO,1049.6679059156959,1049667.905915696,1049.6679059156959,0.76017745134228,760.1774513422799,226.53288049999944,NO,NO,NO,1277.3257864156953,NO,NO,NO,NO,NO,0.791409,791.409,,,,,,,,,,,,,,,
Finland,2.B.1  Ammonia Production,NO,NO,NO,,,,92.9532,92953.2,92.9532,NO,NO,NO,,,,92.9532,,,,NO,NO,NO,NO,3.273,NO,NO,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,
Finland,2.B.2  Nitric Acid Production,,,,,,,,,,5.34105,5341.05,1591.6329,,,,1591.6329,,,,,,0.53627,536.27,,,0.00973400765446,,,,,,,,,,,,,,,,,,,,,,4.39854004935622,4398.54004935622,1310.7649347081535,,,,1310.7649347081535,,,,,,0.30498,304.97999999999996,,,0.00974564302569,,,,,,,,,,,,,,,,,,,,,,0.53736,537.3599999999999,160.13327999999998,,,,160.13327999999998,,,,,,NO,NO,,,0.00094913434059,,,,,,,,,,,,,,,,,,,,,,0.76017745134228,760.1774513422799,226.53288049999944,,,,226.53288049999944,,,,,,NO,NO,,,0.00115345302876,,,,,,,,,,,,
Finland,2.B.3  Adipic Acid Production,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,
Finland,"2.B.4  Caprolactam, Glyoxal and Glyoxylic Acid Production",,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,,,,,,,,,,,,,,,
Finland,2.B.4.a  Caprolactam,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,
Finland,2.B.4.b  Glyoxal,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,
Finland,2.B.4.c  Glyoxylic Acid,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,,NO,,,,,,,,NO,,NO,,,,,,,,,,,,
Finland,2.B.5  Carbide Production,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,
Finland,2.B.5.a  Silicon Carbide,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
Finland,2.B.5.b  Calcium Carbide,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
Finland,2.B.6  Titanium Dioxide Production,,,,,,,IE,IE,IE,,,,,,,IE,,,,,,,,"NO,IE",,,,,,,,,,,,,,,,,,,,,IE,IE,IE,,,,,,,IE,,,,,,,,"NO,IE",,,,,,,,,,,,,,,,,,,,,IE,IE,IE,,,,,,,IE,,,,,,,,"NO,IE",,,,,,,,,,,,,,,,,,,,,IE,IE,IE,,,,,,,IE,,,,,,,,"NO,IE",,,,,,,,,,,,,,
Finland,2.B.7  Soda Ash Production,,,,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,,,,,,,,,,,,,,
Finland,2.B.8  Petrochemical and Carbon Black Production,0.184,184,4.6,,,,"NO,IE","NO,IE","NO,IE",,,,,,,4.6,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,0.099,99,2.475,,,,"NO,IE","NO,IE","NO,IE",,,,,,,2.475,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,0.096,96,2.4,,,,"NO,IE","NO,IE","NO,IE",,,,,,,2.4,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,0.045,45,1.125,,,,"NO,IE","NO,IE","NO,IE",,,,,,,1.125,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,
Finland,2.B.8.a  Methanol,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
Finland,2.B.8.b  Ethylene,0.184,184,4.6,,,,IE,IE,IE,,,,,,,4.6,,,,,,,,"NO,IE",0.00098102463758,,,,,,,,,,,,,,0.099,99,2.475,,,,IE,IE,IE,,,,,,,2.475,,,,,,,,"NO,IE",0.00038727848844,,,,,,,,,,,,,,0.096,96,2.4,,,,IE,IE,IE,,,,,,,2.4,,,,,,,,"NO,IE",0.00025696137817,,,,,,,,,,,,,,0.045,45,1.125,,,,IE,IE,IE,,,,,,,1.125,,,,,,,,"NO,IE",0.00011335412332,,,,,,,,,,,,,
Finland,2.B.8.c  Ethylene Dichloride and Vinyl Chloride Monomer,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
Finland,2.B.8.d  Ethylene Oxide,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
Finland,2.B.8.e  Acrylonitrile,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,,NO,NO,NO,,,,NO,NO,NO,,,,,,,NO,,,,,,,,NO,NO,,,,,,,,,,,,,
