,Source,location,Product,CO2e_100a,CO2e_20a,CO2e_500a,Carbon dioxide,Carbon monoxide,Chloroform,Dinitrogen monoxide,Ethane,Methane,Nitric oxide,Nitrogen fluoride,Perfluoropentane,Sulfur hexafluoride,CO2e_100a_sigma,CO2e_20a_sigma,CO2e_500a_sigma,Carbon dioxide_sigma,Carbon monoxide_sigma,Chloroform_sigma,Dinitrogen monoxide_sigma,Ethane_sigma,Methane_sigma,Nitric oxide_sigma,Nitrogen fluoride_sigma,Perfluoropentane_sigma,Sulfur hexafluoride_sigma
160,market for ethylene,AVG,ethylene,6.289009341199978,7.406741643730839,5.836872476933844,5.680199782987501,0.003856528,2.3135020666666673e-08,0.000232172,7.467688133333334e-05,0.021203786,5.8303666666666675e-08,1.1350266666666667e-13,0,1.4824109293633333e-07,0.6289009341199978,0.740674164,0.5836872476933844,0.5680199782987501,0.000385653,2.313502066666667e-09,2.321723906116667e-05,7.467688133333334e-06,0.002120379,5.830366666666667e-09,1.1350266666666666e-14,0,1.4824109293633334e-08
